54005.326	17.370	0.199
54006.357	17.292	0.217
54007.400	17.070	0.252
54008.339	17.334	0.342
54010.355	17.086	0.220
54012.336	17.306	0.192
54016.332	17.191	0.196
54018.301	17.063	0.181
54019.285	16.997	0.132
54021.309	17.062	0.250
54022.304	16.809	0.204
54024.334	17.084	0.140
54027.393	17.318	0.204
54028.255	17.159	0.127
54031.243	17.451	0.195
54035.280	17.987	0.339
54036.292	17.749	0.332
54037.303	17.861	0.316
54039.302	17.450	0.256
54042.294	17.321	0.304
54044.291	17.404	0.316
54045.292	17.509	0.223
54063.215	17.405	0.238
54069.176	17.546	0.218
