54475.41034	18.516	0.036
54476.43704	18.376	0.031
54477.26532	18.458	0.034
54477.46167	18.403	0.038
54478.30179	18.492	0.034
54478.48405	18.431	0.035
54480.39379	18.218	0.042
54481.51127	18.055	0.037
54482.43730	17.951	0.026
54483.28077	17.874	0.028
54484.36659	17.721	0.032
54485.41038	17.628	0.028
54494.46909	17.372	0.026
54495.36689	17.424	0.022
54496.34073	17.400	0.020
54497.40059	17.499	0.037
54498.31182	17.484	0.019
54499.35413	17.507	0.024
54502.44247	17.673	0.024
54503.34968	17.713	0.021
54504.37427	17.771	0.025
54505.41873	17.852	0.024
54507.21905	17.908	0.039
54509.27942	18.135	0.028
54510.16620	18.206	0.035
54520.25946	18.789	0.053
54523.24760	18.838	0.045
54524.28017	18.890	0.046
54531.13726	18.936	0.046
54536.16327	19.088	0.047
54537.15609	19.172	0.067
54539.12262	19.073	0.058
54547.10923	19.168	0.063
54553.13066	19.418	0.067
54558.10642	19.428	0.076
54569.13460	19.648	0.143
54572.17016	19.867	0.136
54575.24640	19.862	0.116
54579.12771	19.891	0.099
54583.14354	20.028	0.103
54590.16892	20.180	0.158
54594.15926	20.163	0.135
