57856.6	16.19	0.05
57857.6	16.08	0.02
57859.6	16.02	0.03
57861.6	16.11	0.05
57862.6	16.04	0.02
57864.5	99	99
57865.7	16.14	0.02
57866.6	16.11	0.04
57867.6	16.16	0.04
57870.6	16.25	0.05
57871.6	16.52	0.04
57873.5	16.96	0.05
57876.6	99	99
57880.5	19.38	0.19
57884.5	99	99
57890.8	99	99
57891.6	99	99
#57892.7	>20.29	99
57900.7	99	99
#57902.6	>20.32	99
#57913.6	>19.87	99
#57917.6	>20.2	99
#57947.6	>19.14	99
#57950.6	>19.95	99
