56476.97366	18.97	0.05
56478.88548	19.89	0.04
56487.94145	19.95	0.05
56489.92082	19.95	0.06
56490.92766	19.89	0.07
56493.89542	19.82	0.06
56496.88747	20.15	0.06
56483.037	20.22	0.02
56484.979	20.14	0.01
56486.971	20.07	0.01
56489.978	19.93	0.02
56493.976	19.76	0.08
56495.977	19.99	0.02
56500.982	20.23	0.02
56503.99	20.28	0.02
56508.013	20.49	0.05
56510.977	20.60	0.03
56514.995	21.02	0.06
56476.17	18.42	0.04
56476.26	18.56	0.06
56477.16	19.09	0.07
56477.21	19.12	0.04
56478.21	19.59	0.06
56478.24	19.64	0.05
56479.17	19.97	0.06
56479.21	19.93	0.06
56480.21	20.05	0.12
56480.26	20.13	0.05
56481.2	20.13	0.09
56481.27	20.09	0.05
56482.18	20.17	0.05
56482.19	20.07	0.17
56483.22	20.10	0.07
56484.87	19.93	0.13
56485.87	19.86	0.16
56486.17	19.88	0.11
56486.87	19.87	0.15
56487.19	19.94	0.04
56487.22	19.91	0.05
56487.87	19.94	0.14
56488.16	19.86	0.05
56488.87	20.01	0.21
56489.18	19.84	0.05
56489.19	19.86	0.06
56490.16	19.83	0.05
56490.19	19.77	0.06
56490.87	19.91	0.10
56491.19	20.02	0.10
56492.87	19.94	0.07
56494.87	19.88	0.05
56496.87	19.97	0.04
56498.87	20.09	0.05
56500.17	20.04	0.06
56501.15	20.09	0.05
56502.15	20.15	0.06
56502.91	20.18	0.02
56503.16	20.21	0.05
56504.15	20.30	0.07
56504.22	20.31	0.06
56505.19	20.41	0.07
56505.2	20.44	0.08
56506.15	20.43	0.14
56507.15	20.52	0.07
56509.18	20.67	0.07
56510.17	20.68	0.07
56512.88	21.01	0.05
56514.87	21.03	0.08
56516.16	20.88	0.08
56520.15	21.05	0.11
56520.87	21.16	0.10
56521.15	21.12	0.10
56522.88	21.14	0.13
56528.86	21.56	0.09
56533.86	21.65	0.09
56537.86	21.53	0.12
57107.39	23.03	0.06
