9.101 	 2.4114704781e+42 
10.631 	 1.73442490313e+42 
11.551 	 1.51558897712e+42 
11.631 	 1.6233917062e+42 
12.371 	 1.47415881849e+42 
12.621 	 1.56679216971e+42 
12.791 	 1.53146276583e+42 
14.121 	 1.4462205983e+42 
16.021 	 1.44592442777e+42 
16.081 	 1.48875662031e+42 
18.121 	 1.54658336693e+42 
18.391 	 1.57238244925e+42 
18.621 	 1.64687804893e+42 
19.621 	 1.60898267288e+42 
20.171 	 1.56300092603e+42 
20.621 	 1.6510837079e+42 
20.621 	 1.65096169546e+42 
21.621 	 1.66041477653e+42 
21.761 	 1.5472164279e+42 
22.621 	 1.64139537519e+42 
24.641 	 1.53269466126e+42 
25.621 	 1.46829236204e+42 
26.491 	 1.30321604695e+42 
26.621 	 1.34066368522e+42 
28.111 	 1.10602570342e+42 
29.621 	 1.01159548547e+42 
30.331 	 9.06561653241e+41 
30.621 	 9.02039609067e+41 
31.621 	 8.32792405723e+41 
31.961 	 7.76878219119e+41 
32.621 	 7.7353911953e+41 
32.781 	 7.74798737168e+41 
33.621 	 7.13960457615e+41 
33.961 	 6.66041566706e+41 
34.781 	 6.24052130773e+41 
36.451 	 5.34175131501e+41 
38.531 	 5.20046103717e+41 
39.841 	 4.96503827498e+41 
40.781 	 4.82446726655e+41 
41.951 	 4.23888637919e+41 
44.581 	 4.24503609305e+41 
46.131 	 4.04216761818e+41 
48.141 	 3.8662744027e+41 
48.621 	 3.81210104904e+41 
48.881 	 3.80424206874e+41 
50.601 	 3.8029967813e+41 
53.231 	 3.57305483728e+41 
55.601 	 3.44874324429e+41 
56.601 	 3.28018520108e+41 
