52311.62 	 12.42 	 0.03
52312.61 	 12.42 	 0.03
52314.66 	 12.42 	 0.03
52317.65 	 12.53 	 0.03
52318.58 	 12.6 	 0.03
52319.57 	 12.61 	 0.04
52321.64 	 12.77 	 0.03
52322.63 	 12.86 	 0.03
52323.58 	 12.92 	 0.03
52326.58 	 13.14 	 0.03
52328.57 	 13.29 	 0.03
52329.6 	 13.38 	 0.03
52330.56 	 13.45 	 0.03
52331.58 	 13.52 	 0.03
52332.58 	 13.6 	 0.03
-47666.4 	 13.64 	 0.03
52336.58 	 13.91 	 0.03
52337.58 	 13.99 	 0.03
52338.58 	 14.07 	 0.03
52339.57 	 14.14 	 0.03
52340.51 	 99.0 	 99.0
52341.57 	 14.26 	 0.03
52342.57 	 14.3 	 0.03
52343.57 	 14.32 	 0.03
52344.57 	 14.38 	 0.03
52346.57 	 14.46 	 0.03
52347.58 	 14.48 	 0.03
52348.58 	 14.53 	 0.03
52349.58 	 14.55 	 0.03
52350.58 	 14.54 	 0.04
52351.58 	 99.0 	 99.0
52356.57 	 99.0 	 99.0
52501.9 	 17.32 	 0.03
