2456504.236 18.244 0.035 B LCOGT
2456504.240 17.064 0.023 V LCOGT
2456504.245 17.656 0.013 g LCOGT
2456504.295 16.670 0.024 r LCOGT
2456504.297 16.474 0.020 i LCOGT
2456504.692 16.503 0.010 i P60
2456504.693 16.733 0.010 r P60
2456504.694 17.694 0.010 g P60
2456504.949 16.730 0.028 r LCOGT
2456504.951 16.498 0.032 i LCOGT
2456505.677 16.523 0.010 i P60
2456505.678 16.760 0.010 r P60
2456505.679 17.736 0.010 g P60
2456506.681 16.524 0.010 i P60
2456506.682 16.794 0.010 r P60
2456506.683 17.743 0.010 g P60
2456506.920 17.738 0.022 g LCOGT
2456506.925 16.616 0.035 i LCOGT
2456507.664 16.574 0.010 i P60
2456507.665 16.820 0.010 r P60
2456507.666 17.782 0.010 g P60
2456508.520 18.379 0.028 B LCOGT
2456508.527 17.125 0.015 V LCOGT
2456508.530 17.731 0.008 g LCOGT
2456508.536 16.859 0.010 r LCOGT
2456508.540 16.576 0.009 i LCOGT
2456508.649 15.980 0.050 I LCOGT
2456508.652 15.981 0.050 z LCOGT
2456508.693 16.610 0.010 i P60
2456508.694 16.855 0.010 r P60
2456508.695 17.793 0.010 g P60
2456508.696 16.581 0.010 i P60
2456508.697 16.851 0.010 r P60
2456508.698 17.788 0.010 g P60
2456509.661 16.655 0.010 i P60
2456509.662 16.876 0.010 r P60
2456509.663 17.813 0.010 g P60
2456510.466 18.377 0.028 B LCOGT
2456510.472 17.253 0.011 V LCOGT
2456510.476 17.774 0.010 g LCOGT
2456510.482 16.913 0.009 r LCOGT
2456510.485 16.675 0.016 i LCOGT
2456510.639 19.026 0.492 U LCOGT
2456510.645 16.558 0.049 R LCOGT
2456510.647 15.923 0.129 I LCOGT
2456510.649 16.044 0.071 z LCOGT
2456510.662 18.447 0.065 B LCOGT
2456510.665 17.297 0.023 V LCOGT
2456510.667 17.841 0.016 g LCOGT
2456510.671 16.931 0.018 r LCOGT
2456510.673 16.692 0.026 i LCOGT
2456511.464 16.622 0.018 R LCOGT
2456511.466 16.067 0.018 I LCOGT
2456511.468 16.075 0.050 z LCOGT
2456511.957 18.377 0.049 B LCOGT
2456511.960 17.218 0.020 V LCOGT
2456511.962 17.743 0.019 g LCOGT
2456512.654 19.101 0.341 U LCOGT
2456512.661 16.686 0.026 R LCOGT
2456512.663 16.048 0.023 I LCOGT
2456512.665 16.038 0.034 z LCOGT
2456512.680 18.538 0.050 B LCOGT
2456512.684 17.260 0.022 V LCOGT
2456512.686 17.892 0.014 g LCOGT
2456512.689 16.996 0.021 r LCOGT
2456512.691 16.672 0.029 i LCOGT
2456512.923 18.372 0.049 B LCOGT
2456512.956 17.246 0.028 V LCOGT
2456512.958 17.790 0.015 g LCOGT
2456512.962 16.997 0.016 r LCOGT
2456512.964 16.719 0.027 i LCOGT
2456513.557 16.625 0.024 R LCOGT
2456513.559 16.062 0.035 I LCOGT
2456513.562 15.999 0.050 z LCOGT
2456514.953 18.333 0.040 B LCOGT
2456514.957 17.251 0.020 V LCOGT
2456515.569 18.508 0.066 B LCOGT
2456515.574 17.900 0.022 g LCOGT
2456515.578 17.036 0.021 r LCOGT
2456515.580 16.691 0.025 i LCOGT
2456516.907 18.437 0.037 B LCOGT
2456516.911 17.302 0.020 V LCOGT
2456516.913 17.835 0.013 g LCOGT
2456516.916 17.055 0.020 r LCOGT
2456516.918 16.804 0.020 i LCOGT
2456518.468 19.366 0.310 U LCOGT
2456518.477 18.419 0.022 B LCOGT
2456518.482 17.376 0.020 V LCOGT
2456518.485 16.739 0.016 R LCOGT
2456518.487 16.230 0.017 I LCOGT
2456518.536 17.926 0.014 g LCOGT
2456518.541 17.116 0.018 r LCOGT
2456518.544 16.833 0.019 i LCOGT
2456518.546 16.079 0.027 z LCOGT
2456518.908 19.123 0.348 U LCOGT
2456518.917 18.466 0.036 B LCOGT
2456518.921 17.350 0.016 V LCOGT
2456518.924 16.713 0.018 R LCOGT
2456518.927 16.179 0.019 I LCOGT
2456519.509 18.544 0.046 B LCOGT
2456519.512 17.897 0.021 g LCOGT
2456519.514 17.481 0.029 V LCOGT
2456519.514 17.117 0.020 r LCOGT
2456519.517 16.837 0.014 R LCOGT
2456519.517 16.875 0.019 i LCOGT
2456519.519 16.230 0.021 I LCOGT
2456522.614 18.026 0.039 g LCOGT
2456522.618 17.258 0.028 r LCOGT
2456522.621 16.957 0.034 i LCOGT
2456522.624 16.176 0.033 z LCOGT
2456524.533 18.484 0.064 B LCOGT
2456524.539 17.507 0.033 V LCOGT
2456524.543 16.853 0.018 R LCOGT
2456524.546 16.273 0.064 I LCOGT
2456525.616 18.072 0.053 g LCOGT
2456525.622 17.243 0.030 r LCOGT
2456525.625 17.049 0.031 i LCOGT
2456525.629 16.155 0.034 z LCOGT
2456526.900 17.516 0.025 V LCOGT
2456526.903 16.907 0.021 R LCOGT
2456526.907 16.298 0.043 I LCOGT
2456526.911 18.082 0.073 g LCOGT
2456526.920 17.090 0.101 i LCOGT
2456526.925 16.158 0.069 z LCOGT
2456528.660 17.051 0.010 i P60
2456528.661 17.302 0.010 r P60
2456528.662 18.155 0.010 g P60
2456528.882 18.619 0.051 B LCOGT
2456528.888 17.591 0.021 V LCOGT
2456528.891 17.044 0.021 R LCOGT
2456528.894 16.405 0.026 I LCOGT
2456528.905 18.046 0.013 g LCOGT
2456528.911 17.322 0.012 r LCOGT
2456528.915 17.055 0.012 i LCOGT
2456528.918 16.248 0.025 z LCOGT
2456529.470 18.596 0.046 B LCOGT
2456529.476 17.324 0.014 r LCOGT
2456529.476 17.627 0.016 V LCOGT
2456529.479 17.125 0.024 i LCOGT
2456529.480 17.031 0.021 R LCOGT
2456529.508 18.095 0.050 g LCOGT
2456529.525 17.604 0.021 V LCOGT
2456529.528 17.058 0.014 R LCOGT
2456529.531 16.287 0.029 I LCOGT
2456529.870 18.099 0.015 g LCOGT
2456529.876 17.386 0.013 r LCOGT
2456529.879 17.088 0.018 i LCOGT
2456529.883 16.305 0.035 z LCOGT
2456530.501 18.512 0.043 B LCOGT
2456530.507 17.539 0.024 V LCOGT
2456530.510 17.079 0.026 i LCOGT
2456530.511 16.979 0.030 R LCOGT
2456530.513 16.250 0.042 z LCOGT
2456530.514 16.347 0.036 I LCOGT
2456531.597 18.058 0.031 g LCOGT
2456531.603 17.388 0.026 r LCOGT
2456531.607 17.157 0.034 i LCOGT
2456533.644 17.126 0.020 i P60
2456533.645 17.428 0.020 r P60
2456533.646 18.197 0.020 g P60
2456536.490 18.163 0.012 g LCOGT
2456536.496 17.485 0.016 r LCOGT
2456536.501 17.131 0.050 i LCOGT
2456537.662 17.249 0.020 i P60
2456537.663 17.530 0.010 r P60
2456537.673 18.232 0.010 g P60
2456540.220 18.276 0.025 g LCOGT
2456540.226 17.608 0.017 r LCOGT
2456540.229 17.305 0.015 i LCOGT
2456541.220 18.187 0.020 g LCOGT
2456541.226 17.560 0.019 r LCOGT
2456541.230 17.263 0.021 i LCOGT
2456541.664 17.289 0.020 i P60
2456541.665 17.600 0.010 r P60
2456542.589 18.294 0.028 g LCOGT
2456542.595 17.672 0.037 r LCOGT
2456542.599 17.320 0.033 i LCOGT
2456542.646 17.331 0.020 i P60
2456542.646 17.633 0.020 r P60
2456542.647 18.372 0.020 g P60
2456545.222 18.269 0.028 g LCOGT
2456545.229 17.699 0.021 r LCOGT
2456545.233 17.386 0.020 i LCOGT
2456685.728 21.093 0.043 g NOT
2456685.740 20.349 0.080 r NOT
2456698.724 21.377 0.077 g NOT
2456698.739 20.576 0.094 r NOT
2456721.651 21.811 0.100 g P200
2456721.663 20.991 0.203 r P200
2456721.674 20.070 0.150 i NOT
2456752.955 21.419 0.210 r NOT
2456752.963 22.231 0.311 g NOT
2456779.508 22.941 0.289 g NOT
2456779.523 21.712 0.177 r NOT
2456813.448 21.995 0.281 r NOT
