2456048.589 17.148 0.090 z NOT
2456061.473 19.494 0.052 g NOT
2456061.478 18.403 0.048 r NOT
2456061.482 17.997 0.072 i NOT
2456061.486 17.563 0.126 z NOT
2456072.640 19.589 0.026 g GTC
2456072.641 18.568 0.028 r GTC
2456072.642 18.250 0.016 i GTC
2456085.852 18.496 0.057 i P60
2456085.853 18.716 0.050 r P60
2456085.855 19.781 0.105 g P60
2456088.836 18.544 0.030 i P60
2456088.838 18.783 0.021 r P60
2456088.839 20.530 0.129 B P60
2456088.841 19.810 0.043 g P60
2456088.843 18.536 0.035 i P60
2456088.844 18.806 0.012 r P60
2456088.846 20.527 0.150 B P60
2456088.848 19.803 0.037 g P60
2456089.825 18.549 0.020 i P60
2456089.826 18.783 0.015 r P60
2456089.828 20.439 0.130 B P60
2456089.830 19.849 0.044 g P60
2456090.798 18.569 0.019 i P60
2456090.813 18.828 0.013 r P60
2456090.814 20.521 0.113 B P60
2456090.816 19.849 0.027 g P60
2456091.860 18.572 0.047 i P60
2456091.862 18.827 0.025 r P60
2456091.864 20.415 0.129 B P60
2456091.865 19.881 0.053 g P60
2456093.819 18.604 0.026 i P60
2456093.821 18.864 0.013 r P60
2456093.822 20.447 0.085 B P60
2456093.824 19.911 0.025 g P60
2456101.832 18.762 0.104 i P60
2456101.834 18.951 0.044 r P60
2456101.835 20.514 0.190 B P60
2456101.837 20.043 0.035 g P60
2456104.824 18.793 0.037 i P60
2456104.825 18.988 0.032 r P60
2456104.827 20.710 0.169 B P60
2456104.829 20.099 0.062 g P60
2456110.831 18.900 0.052 i P60
2456111.807 18.808 0.173 i P60
2456111.809 19.011 0.145 r P60
2456112.801 18.911 0.098 i P60
2456112.803 19.168 0.090 r P60
2456112.806 20.184 0.145 g P60
2456115.814 18.951 0.085 i P60
2456115.816 19.149 0.069 r P60
2456119.806 18.997 0.087 i P60
2456119.808 19.157 0.130 r P60
2456147.539 20.810 0.118 g NTT
2456147.541 19.785 0.062 r NTT
2456147.543 19.615 0.191 i NTT
