NIR photometry of the local sequences in the standard system.
ID, alpha (2000), delta (2000), Y, Yerr, J, Jerr, H, Herr
------------------------------------------------------------------
2004ew
119  21:03:08.13  -04:05:21.3  15.886 0.032   INDEF INDEF   INDEF INDEF   
120  21:03:08.35  -04:05:45.8  14.334 0.005   INDEF INDEF   INDEF INDEF   
121  21:03:03.15  -04:06:06.5  13.970 0.003   INDEF INDEF   INDEF INDEF   
122  21:02:44.09  -04:03:17.6  14.157 0.004   INDEF INDEF   INDEF INDEF   
123  21:03:05.02  -04:03:40.1  14.783 0.005   INDEF INDEF   INDEF INDEF   
124  21:03:08.70  -04:04:09.5  15.057 0.003   INDEF INDEF   INDEF INDEF   
125  21:03:03.65  -04:03:10.9  16.250 0.016   INDEF INDEF   INDEF INDEF   
126  21:02:50.99  -04:07:24.0  14.715 0.008   INDEF INDEF   INDEF INDEF   
128  21:02:45.74  -04:03:43.4  16.017 0.021   INDEF INDEF   INDEF INDEF   
129  21:02:43.07  -04:03:44.9  15.965 0.051   INDEF INDEF   INDEF INDEF   
130  21:02:43.81  -04:04:54.1  14.846 0.008  14.439 0.009  13.959 0.063   
2007kj 
101  00:01:16.21  +13:07:19.0  13.318 0.010  13.069 0.008  12.749 0.020   
102  00:01:35.79  +13:06:02.5  14.867 0.024  14.607 0.023  14.164 0.026   
103  00:01:16.28  +13:08:49.6  15.056 0.018  14.411 0.008  13.846 0.010   
104  00:01:23.82  +13:04:31.1  15.103 0.013  14.637 0.030  14.054 0.035   
105  00:01:32.02  +13:08:39.3  16.410 0.074  15.978 0.035  15.612 0.105   
106  00:01:26.72  +13:07:08.8  16.802 0.067  16.414 0.105   INDEF INDEF   
107  00:01:41.59  +13:04:47.9  17.080 0.051  16.845 0.091  16.180 0.014   
108  00:01:18.82  +13:06:01.5  17.429 0.037  16.758 0.044  16.009 0.154   
109  00:01:20.35  +13:08:18.2  17.404 0.083   INDEF INDEF   INDEF INDEF   
110  00:01:16.10  +13:06:44.4  17.851 0.096  17.710 0.007  17.007 0.139   
111  00:01:16.48  +13:07:02.7  14.051 0.007  13.770 0.008  13.417 0.028   
112  00:01:23.15  +13:06:54.3  18.061 0.116  17.425 0.072  17.132 0.156   
113  00:01:22.65  +13:07:26.3  16.265 0.036  15.826 0.029  15.150 0.061   
114  00:01:19.94  +13:07:49.3  16.632 0.027  16.060 0.026  15.636 0.085   
115  00:01:13.09  +13:08:02.4  13.708 0.009  13.351 0.009  12.844 0.009   
116  00:01:11.50  +13:08:51.3  15.881 0.005  15.374 0.023  14.824 0.046   
117  00:01:12.88  +13:09:08.9  16.116 0.109  15.821 0.051  15.292 0.039   
118  00:01:28.64  +13:06:21.7  16.924 0.109  16.629 0.045  15.680 0.075   
119  00:01:36.78  +13:06:16.5  15.579 0.045  15.327 0.021  15.134 0.066   
120  00:01:29.09  +13:06:55.8  11.323 0.013  11.069 0.007  10.722 0.004   
122  00:01:11.85  +13:09:37.1  14.401 0.015  14.134 0.016  13.783 0.010   
123  00:01:20.60  +13:04:00.5  13.970 0.003  13.532 0.009  12.885 0.010   
124  00:01:32.71  +13:07:44.1  15.975 0.043  15.484 0.082  14.825 0.033   
125  00:01:40.31  +13:03:31.0  13.587 0.003  13.297 0.014  12.941 0.028   
126  00:01:28.58  +13:10:13.2  13.895 0.003  13.426 0.010  12.766 0.013   
128  00:01:32.05  +13:10:05.4  16.322 0.039  15.740 0.078  15.256 0.092   
129  00:01:33.56  +13:10:19.1  16.535 0.066  16.143 0.034  15.721 0.063   
130  00:01:14.15  +13:03:04.4  14.128 0.008  13.675 0.006  13.075 0.009   
2007rz 
101  04:31:04.87  +07:40:12.9  14.009 0.012  13.738 0.028  13.406 0.037   
102  04:31:32.72  +07:39:07.8  14.565 0.015  14.090 0.027  13.458 0.015   
103  04:31:06.94  +07:40:49.7  16.367 0.005  15.932 0.032  15.307 0.071   
104  04:31:05.66  +07:37:35.3  16.424 0.017  16.115 0.034  15.631 0.082   
105  04:31:03.09  +07:39:39.9  16.921 0.063  16.545 0.060  16.112 0.105   
106  04:31:02.88  +07:38:36.3  17.317 0.086  16.720 0.091  16.221 0.075   
107  04:31:16.85  +07:38:52.8  17.530 0.119  17.094 0.116  16.389 0.128   
108  04:31:05.63  +07:39:32.9  17.420 0.059  17.097 0.026  16.398 0.187   
109  04:31:09.53  +07:35:41.0  17.533 0.076  17.155 0.056  16.842 0.116   
110  04:31:11.78  +07:36:25.8  17.671 0.120  17.116 0.189  16.477 0.076   
111  04:31:08.42  +07:37:29.4  17.808 0.041  17.286 0.112  16.736 0.131   
112  04:31:12.77  +07:37:05.3  18.119 0.182  17.653 0.182  17.022 0.156   
114  04:31:08.41  +07:36:32.6  17.935 0.100  17.408 0.152  16.826 0.127   
115  04:31:18.45  +07:38:24.9  17.152 0.064  16.710 0.075  16.016 0.173   
116  04:31:17.40  +07:37:56.7  17.486 0.050  17.099 0.148  16.171 0.144   
117  04:31:25.90  +07:36:18.8  16.526 0.043  16.244 0.062  15.872 0.096   
118  04:31:24.66  +07:37:35.9  14.601 0.016  14.380 0.025  14.179 0.035   
119  04:31:25.88  +07:38:32.4  16.370 0.049  15.929 0.033  15.333 0.099   
120  04:31:25.28  +07:39:03.9  13.558 0.019  13.228 0.021  12.810 0.022   
121  04:31:21.03  +07:38:59.0  16.610 0.044  16.196 0.046  15.658 0.168   
122  04:31:10.99  +07:39:45.9  15.186 0.018  14.836 0.028  14.349 0.037   
123  04:31:10.06  +07:40:10.3  16.985 0.086  16.800 0.082   INDEF INDEF   
124  04:31:17.55  +07:40:22.4  14.677 0.020  14.379 0.013  14.005 0.042   
125  04:31:18.95  +07:40:16.6  16.048 0.041  15.600 0.034   INDEF INDEF   
126  04:31:29.93  +07:39:42.2  15.802 0.029  15.392 0.044  14.798 0.039   
127  04:31:10.19  +07:35:41.1  16.718 0.051  16.103 0.037  15.597 0.126   
128  04:31:04.86  +07:39:12.4  17.637 0.063  17.185 0.079  16.415 0.090   
129  04:31:06.30  +07:39:53.4  17.283 0.033  16.738 0.034  16.156 0.051   
130  04:31:23.82  +07:37:09.9  17.826 0.070  17.368 0.159  16.708 0.190   
2008aq 
101  12:50:40.68  -10:56:02.0  13.698 0.015  13.374 0.091  12.905 0.008   
102  12:50:41.65  -10:48:50.5  12.523 0.004  12.177 0.011  11.669 0.016   
103  12:50:37.78  -10:55:36.7  14.252 0.014  13.970 0.088  13.617 0.012   
104  12:50:51.58  -10:48:09.9  13.153 0.008   INDEF INDEF   INDEF INDEF   
105  12:50:49.73  -10:46:30.9  13.217 0.005   INDEF INDEF   INDEF INDEF   
106  12:50:29.87  -10:48:50.2  13.433 0.005  13.093 0.007  12.635 0.016   
107  12:50:40.97  -10:56:21.3  15.113 0.011  14.804 0.101  14.440 0.027   
108  12:50:50.91  -10:52:12.4  15.170 0.006  14.664 0.005  14.008 0.014   
109  12:50:26.12  -10:56:10.9  16.395 0.051  15.843 0.129  15.170 0.039   
110  12:50:45.29  -10:55:14.2  16.404 0.029  15.989 0.116  15.303 0.040   
111  12:50:44.28  -10:49:00.7  15.036 0.012  14.739 0.011  14.397 0.029   
112  12:50:45.46  -10:52:55.4  16.267 0.043  15.801 0.041  15.103 0.054   
113  12:50:27.23  -10:53:44.8  16.280 0.040  15.816 0.083  15.184 0.041   
114  12:50:39.18  -10:47:49.4  15.302 0.009  15.018 0.017  14.574 0.035   
115  12:50:24.07  -10:54:58.1  16.722 0.024  16.504 0.163  16.181 0.106   
116  12:50:19.97  -10:51:37.3  16.984 0.067  16.500 0.136  16.040 0.094   
117  12:50:52.66  -10:52:29.5  16.542 0.068   INDEF INDEF   INDEF INDEF   
118  12:50:45.30  -10:54:48.2  17.066 0.079  16.595 0.065  16.019 0.117   
119  12:50:39.00  -10:53:12.6  16.574 0.054  16.159 0.073  15.487 0.093   
120  12:50:35.45  -10:54:24.7  17.104 0.088  16.572 0.110  15.988 0.085   
121  12:50:25.34  -10:52:06.1  16.596 0.036  16.157 0.037  15.568 0.081   
122  12:50:37.45  -10:50:18.9  16.638 0.061  16.211 0.044  15.599 0.094   
123  12:50:29.18  -10:52:18.7  16.705 0.022  16.285 0.044  15.644 0.098   
124  12:50:27.31  -10:52:28.6  16.523 0.035  16.331 0.049  15.994 0.100   
125  12:50:39.34  -10:47:26.6  15.664 0.013  15.417 0.017  15.037 0.038   
126  12:50:41.94  -10:53:31.6  17.043 0.061  16.476 0.054  15.908 0.109   
127  12:50:25.70  -10:54:35.2  17.555 0.134  16.926 0.080  16.452 0.110   
128  12:50:33.93  -10:50:26.4  17.115 0.032  16.686 0.060  16.018 0.105   
129  12:50:25.63  -10:46:47.2  16.582 0.053  16.118 0.044  15.475 0.045   
130  12:50:25.78  -10:52:39.9  17.556 0.053  17.336 0.032  16.969 0.186   
2009K 
101  04:36:56.03  -00:13:56.3  12.101 0.013   INDEF INDEF  11.307 0.015   
102  04:36:53.71  -00:11:26.2  13.333 0.013  13.064 0.025  12.740 0.013   
103  04:37:02.19  -00:12:51.6  13.414 0.006   INDEF INDEF   INDEF INDEF   
104  04:36:39.56  -00:07:32.9  13.941 0.016  13.710 0.026  13.382 0.015   
105  04:36:43.48  -00:04:28.1  14.533 0.016  14.185 0.029  13.647 0.012   
106  04:36:50.09  -00:06:31.5  14.291 0.019  13.904 0.031  13.258 0.010   
107  04:36:35.68  -00:12:03.0  13.926 0.011  13.685 0.014  13.346 0.027   
108  04:36:59.57  -00:10:10.5  14.432 0.017  14.089 0.043  13.654 0.013   
109  04:36:59.37  -00:13:46.2  13.972 0.023  13.682 0.022  13.370 0.011   
110  04:37:01.67  -00:13:05.6  14.185 0.011  13.768 0.014  13.208 0.024   
111  04:36:53.74  -00:03:20.8  15.034 0.016   INDEF INDEF   INDEF INDEF   
112  04:36:32.71  -00:09:47.6  14.793 0.008  14.553 0.022  14.180 0.033   
113  04:36:38.15  -00:07:04.8  14.851 0.025  14.439 0.021  13.782 0.018   
114  04:36:45.50  -00:07:30.1  14.968 0.026  14.532 0.031  13.908 0.018   
115  04:36:33.25  -00:10:39.3  15.016 0.018  14.591 0.021  13.917 0.021   
116  04:37:00.48  -00:04:49.9  15.489 0.019  15.019 0.029  14.383 0.030   
117  04:36:45.48  -00:12:20.1  14.875 0.012  14.615 0.023  14.220 0.039   
118  04:36:47.34  -00:06:35.5  15.382 0.038  14.986 0.027  14.290 0.030   
119  04:36:40.56  -00:10:59.6  15.490 0.027  15.147 0.025  14.648 0.051   
120  04:36:29.64  -00:04:06.3  15.888 0.034  15.552 0.074  14.960 0.053   
121  04:36:30.31  -00:07:47.2  15.914 0.038  15.530 0.034  14.891 0.047   
122  04:36:44.06  -00:09:31.4  16.059 0.040  15.555 0.051  14.958 0.044   
2009Z 
101  14:02:17.38  -01:20:36.5  13.223 0.024  12.951 0.019  12.553 0.050   
102  14:02:14.10  -01:22:11.8  11.655 0.048  11.226 0.025  10.728 0.128   
103  14:01:58.16  -01:19:14.8  13.709 0.021  13.288 0.018  12.594 0.017   
104  14:01:49.01  -01:15:51.2  14.197 0.017  13.809 0.025  13.157 0.026   
105  14:02:06.81  -01:22:24.6  14.250 0.020  13.982 0.020  13.602 0.026   
106  14:01:50.48  -01:24:49.0  14.513 0.030  14.188 0.022  13.616 0.015   
107  14:02:02.70  -01:19:19.6  14.628 0.020  14.286 0.021  13.754 0.032   
108  14:02:03.70  -01:21:58.9  14.692 0.023  14.115 0.021  13.545 0.033   
109  14:02:08.69  -01:20:50.5  14.745 0.024  14.506 0.021  14.147 0.034   
110  14:02:10.34  -01:25:28.3  14.849 0.023  14.451 0.026  13.765 0.046   
111  14:02:11.45  -01:17:29.7  14.970 0.027  14.648 0.018  14.135 0.026   
112  14:01:49.43  -01:17:52.3  14.990 0.020  14.642 0.021  14.101 0.032   
113  14:01:52.58  -01:21:35.1  15.020 0.026  14.593 0.026  13.904 0.039   
114  14:02:10.16  -01:19:44.6  15.066 0.023  14.704 0.021  14.105 0.059   
115  14:02:05.43  -01:20:20.3  15.422 0.026  14.966 0.027  14.338 0.059   
116  14:01:59.28  -01:20:37.1  15.640 0.031  15.150 0.029  14.611 0.036   
117  14:01:47.79  -01:18:27.0  15.736 0.035  15.422 0.119  15.011 0.083   
118  14:01:50.14  -01:20:12.6  15.927 0.033  15.742 0.041  15.552 0.113   
119  14:01:54.00  -01:15:55.5  16.001 0.038  15.512 0.037  14.861 0.078   
120  14:02:01.62  -01:24:39.9  15.969 0.029  15.733 0.047  15.278 0.117   
121  14:02:00.71  -01:20:12.2  16.112 0.039  15.743 0.042  15.164 0.079   
122  14:02:15.57  -01:17:47.1  16.171 0.036  15.807 0.048  15.194 0.107   
123  14:02:08.52  -01:19:51.0  16.279 0.050  15.992 0.048  15.543 0.103   
124  14:02:09.99  -01:15:30.9  17.104 0.070  16.590 0.048  16.009 0.107   
125  14:01:50.75  -01:22:26.5  17.074 0.064  16.790 0.069  16.446 0.123   
2009bb 
101  10:31:42.92  -39:57:50.9  12.212 0.022  11.958 0.012  11.659 0.049   
102  10:31:46.79  -39:54:36.5  12.758 0.017  12.546 0.007  12.299 0.034   
103  10:31:44.11  -39:55:25.2  13.004 0.018  12.653 0.015  12.142 0.037   
104  10:31:41.49  -39:57:10.0  13.084 0.019  12.731 0.013  12.248 0.038   
105  10:31:24.77  -39:58:30.3  13.192 0.018  12.955 0.021  12.639 0.034   
106  10:31:55.98  -39:56:54.3  13.201 0.018  12.824 0.008  12.318 0.047   
107  10:31:45.37  -40:00:42.9  13.530 0.021  13.246 0.014  12.892 0.005   
108  10:31:36.18  -39:54:44.7  13.399 0.013  13.138 0.014  12.831 0.048   
109  10:31:34.70  -40:02:29.0  13.671 0.019  13.284 0.022  12.683 0.016   
110  10:31:35.33  -39:53:17.3  13.557 0.018  13.256 0.011  12.825 0.051   
111  10:31:31.42  -40:02:11.4  13.703 0.018  13.428 0.006  13.085 0.016   
112  10:31:50.98  -39:57:50.1  13.678 0.018  13.322 0.012  12.807 0.040   
113  10:32:05.75  -39:56:54.1  13.738 0.007  13.469 0.010  13.165 0.025   
114  10:31:59.77  -39:55:46.5  13.813 0.014  13.399 0.016  12.824 0.038   
115  10:31:57.00  -40:02:08.0  13.941 0.025  13.647 0.011  13.341 0.016   
116  10:31:33.87  -40:00:10.1  14.022 0.022  13.731 0.016  13.380 0.022   
117  10:31:26.23  -39:56:48.0  14.129 0.018  13.872 0.017  13.524 0.048   
118  10:31:57.64  -40:00:07.3  14.261 0.020  13.964 0.021  13.668 0.032   
119  10:31:36.38  -39:52:42.2  14.192 0.014  13.777 0.013  13.195 0.059   
120  10:31:45.77  -39:56:32.0  14.283 0.019  14.032 0.021  13.705 0.052   
121  10:31:31.37  -39:54:03.5  14.217 0.012  13.975 0.012  13.691 0.030   
122  10:31:51.99  -39:54:27.6  14.277 0.017  13.954 0.012  13.518 0.040   
123  10:31:51.52  -39:54:42.6  14.382 0.008  14.077 0.012  13.688 0.036   
124  10:31:49.85  -40:00:17.1  14.438 0.026  13.968 0.024  13.308 0.005   
125  10:31:43.07  -39:59:33.1  14.502 0.020  14.217 0.018  13.845 0.045   
126  10:31:36.54  -40:02:11.4  14.747 0.028  14.460 0.005  14.116 0.019   
127  10:31:45.20  -39:56:16.9  14.708 0.025  14.209 0.014  13.625 0.042   
128  10:32:00.48  -39:55:12.0  15.063 0.024  14.782 0.026  14.426 0.028   
129  10:32:00.26  -39:52:35.8  15.240 0.029  14.903 0.006  14.648 0.031   
130  10:31:31.92  -39:57:23.0  15.674 0.024  15.183 0.021  14.613 0.024   
131  10:31:41.30  -39:53:13.1  15.630 0.034  15.124 0.023  14.493 0.032   
132  10:31:47.20  -40:02:22.6  15.815 0.021  15.540 0.014  15.356 0.039   
133  10:31:39.98  -39:58:04.4  15.377 0.017  14.996 0.039  14.556 0.058   
134  10:31:25.92  -39:57:05.3  15.369 0.030  15.074 0.025  14.670 0.028   
135  10:31:27.90  -39:55:53.3  15.606 0.017  15.289 0.070  14.803 0.052   
136  10:31:35.47  -39:56:40.1  15.784 0.036  15.370 0.016  14.747 0.045   
137  10:31:32.97  -39:58:26.7  16.378 0.032  15.960 0.034  15.285 0.090   
138  10:31:37.34  -39:57:52.5  16.410 0.072  16.010 0.039  15.447 0.072   
139  10:31:39.67  -39:57:42.2  16.271 0.020  16.001 0.069  15.692 0.108   
140  10:31:27.50  -39:57:14.1  16.486 0.066  16.189 0.043  15.894 0.130   
141  10:31:35.01  -39:58:32.4  16.689 0.088  16.283 0.039  15.826 0.073   
142  10:31:31.95  -39:58:28.8  16.921 0.072  16.568 0.100  16.181 0.068   
143  10:31:27.15  -39:57:56.6  16.894 0.096  16.558 0.100  16.301 0.151   
144  10:31:35.55  -39:58:00.3  17.298 0.069  16.959 0.158   INDEF INDEF   
145  10:31:34.53  -39:58:14.3  17.711 0.173  17.317 0.138   INDEF INDEF   
2009ca 
101  21:26:50.35  -40:54:34.6  12.179 0.015  11.834 0.037  11.337 0.008   
102  21:26:35.80  -40:53:13.2  12.373 0.020  12.089 0.019  11.697 0.014   
103  21:26:38.89  -40:46:36.2  12.471 0.027  12.054 0.024  11.426 0.003   
104  21:26:45.75  -40:51:51.5  12.612 0.020  12.305 0.012  11.848 0.011   
105  21:26:56.20  -40:48:51.8  13.046 0.022  12.789 0.003  12.396 0.030   
106  21:26:42.49  -40:56:18.6  13.266 0.021  13.013 0.012  12.679 0.013   
107  21:26:53.46  -40:52:08.1  13.294 0.021  13.018 0.015  12.640 0.011   
108  21:26:50.88  -40:52:49.3  13.986 0.017  13.584 0.014  12.980 0.014   
109  21:26:21.99  -40:56:27.2  14.407 0.023  13.983 0.010  13.314 0.018   
110  21:26:48.13  -40:50:33.4  14.979 0.032  14.554 0.028  13.911 0.020   
111  21:26:40.18  -40:48:13.1  14.989 0.021  14.761 0.019  14.437 0.009   
112  21:26:36.41  -40:52:06.6  15.057 0.025  14.805 0.015  14.458 0.019   
113  21:26:49.27  -40:55:21.9  15.172 0.028  14.902 0.023  14.561 0.019   
114  21:26:18.78  -40:47:28.8  15.125 0.021  14.678 0.033  14.128 0.014   
115  21:26:20.65  -40:49:32.8  15.359 0.029  15.007 0.027  14.564 0.029   
116  21:26:20.67  -40:48:26.5  15.440 0.020  15.065 0.012  14.581 0.011   
117  21:26:26.87  -40:52:20.2  15.558 0.030  15.247 0.022  14.856 0.044   
118  21:26:28.91  -40:48:11.1  15.541 0.021  15.088 0.016  14.392 0.023   
119  21:26:24.49  -40:50:47.8  15.617 0.029  15.375 0.027  14.986 0.050   
120  21:26:38.32  -40:52:50.2  15.889 0.038  15.400 0.030  14.796 0.075   
121  21:26:28.70  -40:49:52.2  16.019 0.049  15.792 0.056  15.502 0.094   
122  21:26:44.18  -40:47:38.8  16.064 0.038  15.778 0.040  15.476 0.043   
123  21:26:28.23  -40:55:51.2  16.293 0.059  15.915 0.043  15.387 0.094   
124  21:26:18.70  -40:51:01.1  16.404 0.005  16.130 0.034  15.786 0.127   
125  21:26:32.20  -40:56:17.3  16.701 0.067  16.323 0.060  16.097 0.030   
126  21:26:31.88  -40:54:52.1  16.809 0.058  16.536 0.106  15.881 0.080   
127  21:26:19.45  -40:51:19.1  16.776 0.032  16.645 0.059  16.303 0.135   
2009dt 
102  22:10:32.44  -36:06:32.4  12.273 0.030  11.900 0.014  11.384 0.042   
103  22:10:16.73  -36:03:41.3  12.803 0.044  12.491 0.015  12.071 0.039   
104  22:10:14.75  -36:01:41.8  12.193 0.023  11.952 0.026  11.627 0.025   
105  22:10:29.96  -36:09:25.5  13.783 0.039  13.524 0.005  13.256 0.037   
106  22:10:13.82  -36:09:07.7  13.883 0.033  13.428 0.013  12.725 0.044   
107  22:10:15.99  -36:05:38.2  14.146 0.033  13.793 0.018  13.315 0.032   
108  22:10:29.06  -36:06:26.6  14.507 0.034  14.248 0.023  13.945 0.053   
109  22:10:18.27  -36:09:23.8  15.058 0.040  14.565 0.012  14.062 0.075   
110  22:10:00.52  -36:07:27.4  14.670 0.043  14.372 0.051  13.985 0.043   
111  22:10:27.29  -36:04:38.5  15.019 0.048  14.580 0.040  14.014 0.044   
112  22:10:27.83  -36:07:23.5  15.154 0.042  14.716 0.014  14.099 0.036   
113  22:10:03.21  -36:04:12.0  15.368 0.025  15.119 0.085  14.712 0.051   
114  22:10:12.38  -36:09:22.8  15.935 0.059  15.646 0.039  15.143 0.057   
115  22:10:23.56  -36:06:30.1  15.420 0.025  14.979 0.034  14.358 0.045   
116  22:10:31.53  -36:03:28.0  15.513 0.050  15.083 0.031  14.536 0.037   
117  22:10:27.99  -36:06:58.8  15.535 0.026  15.143 0.044  14.483 0.028   
118  22:10:29.66  -36:01:22.8  14.819 0.018  14.476 0.035  13.985 0.027   
119  22:10:08.19  -36:08:17.4  16.471 0.155  16.106 0.122  16.101 0.076   
120  22:10:04.07  -36:06:24.1  15.947 0.045  15.562 0.047  14.930 0.072   
121  22:10:02.54  -36:09:33.5  16.570 0.041  16.188 0.071  15.550 0.109   
122  22:10:07.96  -36:04:36.2  16.301 0.054  15.806 0.065  15.257 0.071   
123  22:10:29.53  -36:07:11.6  16.481 0.030  16.044 0.085  15.470 0.092   
124  22:10:14.47  -36:04:53.1  16.692 0.091  16.173 0.070  15.622 0.101   
125  22:10:18.97  -36:04:12.8  16.703 0.105  16.210 0.065  15.621 0.198   
