03115.59 -1.380e-17
03117.33 -1.630e-16
03119.07 -1.402e-16
03120.80 2.162e-16
03122.54 7.347e-16
03124.28 6.358e-16
03126.02 5.701e-16
03127.76 1.327e-16
03129.50 1.252e-16
03131.23 1.518e-16
03132.97 4.505e-16
03134.71 6.293e-16
03136.45 6.067e-16
03138.19 8.418e-16
03139.93 6.535e-16
03141.66 3.121e-16
03143.40 1.040e-16
03145.14 3.034e-16
03146.88 2.147e-16
03148.62 2.130e-16
03150.36 5.666e-16
03152.09 6.636e-16
03153.83 1.986e-16
03155.57 4.239e-16
03157.31 3.591e-16
03159.05 4.369e-16
03160.79 3.970e-16
03162.52 4.902e-17
03164.26 1.307e-16
03166.00 3.056e-16
03167.74 1.281e-16
03169.48 1.552e-16
03171.22 5.619e-16
03172.95 4.217e-16
03174.69 1.687e-16
03176.43 3.459e-16
03178.17 -8.450e-17
03179.91 5.822e-17
03181.65 3.879e-16
03183.38 1.838e-16
03185.12 7.965e-17
03186.86 2.523e-16
03188.60 2.403e-16
03190.34 2.273e-16
03192.08 7.510e-17
03193.81 5.595e-17
03195.55 5.341e-17
03197.29 -4.095e-17
03199.03 -2.924e-17
03200.77 6.910e-17
03202.50 8.173e-17
03204.24 3.233e-17
03205.98 -5.684e-17
03207.72 7.381e-17
03209.46 1.289e-16
03211.20 1.164e-16
03212.93 -2.092e-17
03214.67 1.029e-16
03216.41 9.323e-17
03218.15 1.350e-16
03219.89 9.245e-17
03221.63 1.400e-17
03223.36 1.061e-16
03225.10 2.362e-17
03226.84 8.520e-17
03228.58 9.692e-17
03230.32 1.035e-16
03232.06 1.694e-16
03233.79 1.576e-16
03235.53 1.312e-16
03237.27 7.825e-17
03239.01 6.462e-17
03240.75 1.319e-16
03242.49 5.005e-17
03244.22 1.098e-17
03245.96 -2.918e-17
03247.70 1.103e-17
03249.44 7.347e-17
03251.18 1.101e-16
03252.92 1.973e-16
03254.65 1.040e-16
03256.39 -1.216e-17
03258.13 1.486e-17
03259.87 9.430e-17
03261.61 7.578e-18
03263.35 1.577e-16
03265.08 -3.451e-17
03266.82 1.603e-17
03268.56 -9.504e-18
03270.30 4.354e-17
03272.04 1.044e-16
03273.78 7.836e-17
03275.51 2.596e-17
03277.25 6.362e-17
03278.99 -1.410e-18
03280.73 1.041e-16
03282.47 2.362e-17
03284.21 6.744e-17
03285.94 1.433e-16
03287.68 1.293e-16
03289.42 1.505e-16
03291.16 9.725e-17
03292.90 8.505e-17
03294.64 1.008e-16
03296.37 4.894e-17
03298.11 -1.483e-17
03299.85 -8.272e-19
03301.59 8.267e-17
03303.33 1.088e-17
03305.06 -9.167e-18
03306.80 7.414e-17
03308.54 7.919e-17
03310.28 -2.110e-17
03312.02 4.316e-17
03313.76 7.336e-17
03315.49 9.554e-17
03317.23 4.729e-17
03318.97 1.236e-16
03320.71 1.445e-16
03322.45 1.040e-16
03324.19 5.676e-17
03325.92 2.498e-17
03327.66 6.080e-17
03329.40 9.502e-17
03331.14 6.432e-17
03332.88 5.461e-17
03334.62 5.814e-17
03336.35 -2.689e-17
03338.09 2.969e-17
03339.83 1.054e-16
03341.57 7.975e-17
03343.31 1.103e-16
03345.05 1.004e-16
03346.78 1.519e-16
03348.52 8.745e-17
03350.26 1.013e-16
03352.00 1.058e-16
03353.74 1.060e-16
03355.48 8.565e-17
03357.21 4.038e-17
03358.95 1.122e-16
03360.69 1.058e-16
03362.43 4.219e-17
03364.17 1.002e-16
03365.91 1.335e-16
03367.64 1.347e-16
03369.38 1.471e-16
03371.12 1.468e-16
03372.86 1.018e-16
03374.60 1.110e-17
03376.34 6.234e-17
03378.07 8.918e-17
03379.81 1.003e-16
03381.55 1.420e-16
03383.29 7.349e-17
03385.03 4.085e-17
03386.77 9.410e-17
03388.50 6.950e-17
03390.24 3.644e-17
03391.98 4.207e-17
03393.72 7.459e-17
03395.46 6.454e-17
03397.20 9.500e-17
03398.93 7.069e-17
03400.67 1.152e-16
03402.41 8.814e-17
03404.15 6.749e-17
03405.89 3.160e-17
03407.62 2.076e-17
03409.36 7.827e-17
03411.10 1.064e-16
03412.84 7.085e-17
03414.58 5.979e-17
03416.32 5.333e-17
03418.05 1.618e-17
03419.79 1.037e-17
03421.53 7.652e-17
03423.27 1.011e-16
03425.01 7.723e-17
03426.75 7.867e-17
03428.48 8.092e-17
03430.22 5.348e-17
03431.96 -2.099e-17
03433.70 2.094e-17
03435.44 4.677e-17
03437.18 3.462e-17
03438.91 2.909e-17
03440.65 7.900e-17
03442.39 1.775e-16
03444.13 9.226e-17
03445.87 1.016e-16
03447.61 6.191e-17
03449.34 7.399e-17
03451.08 7.690e-17
03452.82 6.873e-17
03454.56 8.999e-17
03456.30 1.076e-16
03458.04 3.747e-17
03459.77 1.037e-16
03461.51 1.297e-16
03463.25 1.106e-16
03464.99 1.536e-16
03466.73 2.576e-17
03468.47 4.675e-17
03470.20 7.729e-17
03471.94 1.086e-16
03473.68 5.361e-17
03475.42 6.787e-17
03477.16 4.361e-17
03478.90 6.043e-17
03480.63 1.005e-16
03482.37 1.086e-16
03484.11 1.099e-16
03485.85 1.728e-16
03487.59 1.160e-16
03489.33 8.141e-17
03491.06 5.007e-17
03492.80 3.048e-17
03494.54 1.157e-16
03496.28 7.366e-17
03498.02 9.298e-17
03499.76 1.050e-16
03501.49 9.589e-17
03503.23 1.032e-16
03504.97 8.709e-17
03506.71 7.393e-17
03508.45 1.130e-16
03510.18 1.284e-16
03511.92 9.635e-17
03513.66 7.950e-17
03515.40 1.231e-16
03517.14 1.267e-16
03518.88 7.886e-17
03520.61 1.099e-16
03522.35 9.474e-17
03524.09 1.179e-16
03525.83 1.303e-16
03527.57 1.112e-16
03529.31 8.382e-17
03531.04 8.577e-17
03532.78 1.075e-16
03534.52 8.205e-17
03536.26 8.580e-17
03538.00 1.006e-16
03539.74 4.596e-17
03541.47 6.099e-17
03543.21 8.765e-17
03544.95 5.329e-17
03546.69 7.064e-17
03548.43 6.895e-17
03550.17 1.527e-17
03551.90 5.354e-17
03553.64 7.938e-17
03555.38 1.877e-17
03557.12 1.019e-16
03558.86 1.182e-16
03560.60 7.493e-17
03562.33 6.086e-17
03564.07 7.187e-17
03565.81 7.649e-17
03567.55 3.948e-17
03569.29 3.910e-17
03571.03 5.211e-17
03572.76 3.054e-17
03574.50 3.323e-17
03576.24 5.477e-17
03577.98 1.010e-16
03579.72 1.123e-16
03581.46 1.009e-16
03583.19 4.781e-17
03584.93 8.159e-17
03586.67 7.189e-17
03588.41 7.385e-17
03590.15 9.234e-17
03591.89 9.528e-17
03593.62 1.162e-16
03595.36 1.024e-16
03597.10 9.367e-17
03598.84 1.051e-16
03600.58 4.375e-17
03602.32 7.726e-17
03604.05 1.018e-16
03605.79 6.862e-17
03607.53 4.128e-17
03609.27 8.428e-17
03611.01 1.300e-16
03612.74 1.207e-16
03614.48 7.569e-17
03616.22 4.920e-17
03617.96 8.549e-17
03619.70 9.093e-17
03621.44 9.814e-17
03623.17 8.538e-17
03624.91 1.299e-16
03626.65 6.717e-17
03628.39 7.742e-17
03630.13 6.806e-17
03631.87 7.195e-17
03633.60 1.051e-16
03635.34 1.309e-16
03637.08 9.215e-17
03638.82 1.113e-16
03640.56 8.638e-17
03642.30 9.699e-17
03644.03 1.318e-16
03645.77 1.076e-16
03647.51 1.373e-16
03649.25 1.447e-16
03650.99 5.690e-17
03652.73 6.033e-17
03654.46 1.158e-16
03656.20 1.122e-16
03657.94 1.083e-16
03659.68 9.586e-17
03661.42 1.118e-16
03663.16 1.281e-16
03664.89 1.381e-16
03666.63 1.061e-16
03668.37 1.015e-16
03670.11 8.256e-17
03671.85 7.036e-17
03673.59 6.898e-17
03675.32 9.332e-17
03677.06 7.243e-17
03678.80 7.562e-17
03680.54 3.938e-17
03682.28 5.785e-17
03684.02 7.380e-17
03685.75 1.019e-16
03687.49 6.571e-17
03689.23 9.611e-17
03690.97 4.981e-17
03692.71 5.414e-17
03694.45 1.051e-16
03696.18 8.144e-17
03697.92 1.053e-16
03699.66 7.364e-17
03701.40 7.174e-17
03703.14 5.743e-17
03704.88 6.715e-17
03706.61 5.945e-17
03708.35 5.992e-17
03710.09 1.005e-16
03711.83 8.679e-17
03713.57 6.617e-17
03715.30 6.210e-17
03717.04 5.566e-17
03718.78 8.344e-17
03720.52 1.073e-16
03722.26 7.978e-17
03724.00 5.600e-17
03725.73 6.852e-17
03727.47 6.234e-17
03729.21 8.960e-17
03730.95 6.174e-17
03732.69 5.683e-17
03734.43 9.864e-17
03736.16 7.998e-17
03737.90 6.644e-17
03739.64 7.262e-17
03741.38 4.469e-17
03743.12 5.673e-17
03744.86 8.034e-17
03746.59 1.080e-16
03748.33 7.968e-17
03750.07 8.366e-17
03751.81 9.011e-17
03753.55 6.287e-17
03755.29 8.118e-17
03757.02 4.989e-17
03758.76 2.014e-17
03760.50 3.525e-17
03762.24 2.972e-17
03763.98 1.876e-17
03765.72 4.468e-17
03767.45 7.037e-17
03769.19 3.034e-17
03770.93 8.229e-17
03772.67 6.719e-17
03774.41 3.143e-17
03776.15 4.027e-17
03777.88 3.717e-17
03779.62 4.461e-17
03781.36 1.925e-17
03783.10 6.980e-17
03784.84 3.988e-17
03786.58 2.613e-17
03788.31 8.723e-18
03790.05 2.446e-17
03791.79 6.531e-17
03793.53 4.625e-17
03795.27 2.027e-17
03797.01 4.294e-17
03798.74 7.148e-17
03800.48 1.047e-17
03802.22 1.801e-17
03803.96 3.121e-17
03805.70 4.386e-17
03807.44 8.635e-17
03809.17 7.984e-17
03810.91 6.606e-17
03812.65 4.378e-17
03814.39 4.684e-17
03816.13 8.681e-17
03817.87 3.880e-17
03819.60 5.393e-17
03821.34 4.350e-17
03823.08 3.584e-17
03824.82 6.050e-17
03826.56 3.335e-17
03828.29 1.198e-17
03830.03 -5.264e-18
03831.77 2.076e-17
03833.51 5.450e-17
03835.25 6.015e-17
03836.99 -2.656e-18
03838.72 3.646e-17
03840.46 4.356e-17
03842.20 4.858e-17
03843.94 1.602e-17
03845.68 4.274e-17
03847.42 5.059e-17
03849.15 7.848e-17
03850.89 3.944e-17
03852.63 3.976e-18
03854.37 4.634e-17
03856.11 2.755e-17
03857.85 3.642e-17
03859.58 4.808e-17
03861.32 1.451e-17
03863.06 4.870e-17
03864.80 9.644e-18
03866.54 3.903e-17
03868.28 4.207e-17
03870.01 5.401e-17
03871.75 8.716e-17
03873.49 7.738e-17
03875.23 4.895e-17
03876.97 4.763e-17
03878.71 3.328e-17
03880.44 4.938e-17
03882.18 5.300e-17
03883.92 3.620e-17
03885.66 5.593e-17
03887.40 7.125e-17
03889.14 5.633e-17
03890.87 5.792e-17
03892.61 6.205e-17
03894.35 4.559e-17
03896.09 4.956e-17
03897.83 6.193e-17
03899.57 6.975e-17
03901.30 7.135e-17
03903.04 1.051e-16
03904.78 9.716e-17
03906.52 7.618e-17
03908.26 8.010e-17
03910.00 9.672e-17
03911.73 9.243e-17
03913.47 1.079e-16
