53085.3	18.12	0.04
53087.3	18.08	0.03
53088.3	18.06	0.12
53088.9	18.07	0.06
53090.4	99	99
53092.3	18.38	0.07
53092.6	18.24	0.06
53093.3	18.39	0.04
53093.6	18.35	0.05
53094.0	18.42	0.11
53094.3	18.43	0.10
53095.0	18.52	0.10
53095.0	99	99
53095.3	18.53	0.08
53096.0	18.58	0.04
53096.3	18.56	0.12
53096.9	18.81	0.08
53102.3	99	99
53102.8	19.14	0.05
53103.0	19.25	0.08
53104.3	19.25	0.07
53107.3	19.47	0.11
53107.8	19.49	0.06
53109.1	19.54	0.11
53109.9	19.60	0.03
53111.3	19.67	0.12
53112.9	19.77	0.15
53114.0	19.95	0.04
53115.9	19.96	0.06
53115.9	19.99	0.05
53116.9	20.17	0.15
53117.0	20.02	0.05
53118.1	20.04	0.09
53118.9	20.09	0.09
53119.3	20.05	0.11
53120.0	20.14	0.05
53121.0	20.20	0.07
53124.3	20.49	0.43
53129.3	20.37	0.41
53132.0	20.53	0.06
53134.3	20.47	0.19
53136.9	20.63	0.07
53138.2	20.51	0.17
53138.9	20.65	0.11
53145.2	99	99
53152.2	99	99
53159.2	99	99
53346.2	23.45	0.34
53436.2	>24.0	99
