## SN 	 z 	 E_B_V_total 	 d [Mpc] 	 t_0 
## SN2005kr 	 0.134 	 0.087 	 627.0 	 53670.2 
###############gri#######################
# t-t_0 	 Lbol [erg/s] 	 log(Lbol) 	 M_ni
6.244000000006054 	 1.0800950553404371e+42 	 42.03346197788809 	 0.02441312045694843
9.21600000000035 	 2.4885610661369434e+42 	 42.395948302247376 	 0.07133987383547753
11.207000000002154 	 3.314954573799313e+42 	 42.52047758146373 	 0.11005722780972803
17.110000000000582 	 4.637097107056922e+42 	 42.66624619070223 	 0.22337755382884217
26.173000000002503 	 3.8391241835313585e+42 	 42.584232160398244 	 0.274307730573936
27.164000000004307 	 3.7874778125868476e+42 	 42.578350097378525 	 0.2794114591170018
30.163000000000466 	 3.097514136403908e+42 	 42.491013297081416 	 0.24907053524978298
35.150000000001455 	 2.4643077199104777e+42 	 42.39169493754873 	 0.22215004462067858
#t_peak = 17.110000000000582
#L_peak = 4.637097107056922e+42
#M_ni = 0.22337755382884217
