25.03 	 1.23144224991e+43 
25.19 	 1.2302769826e+43 
25.196 	 1.21181969741e+43 
25.21 	 1.21261298442e+43 
25.224 	 1.2121731818e+43 
25.237 	 1.20342016389e+43 
26.04 	 1.23111511412e+43 
26.27 	 1.21576204184e+43 
26.272 	 1.2149828932e+43 
27.1 	 1.20066517676e+43 
28.19 	 1.14069442733e+43 
29.21 	 1.09501593136e+43 
29.216 	 1.09251732546e+43 
32.02 	 9.65343517862e+42 
33.01 	 9.90491402413e+42 
33.235 	 9.8765091937e+42 
33.246 	 9.86302448444e+42 
33.25 	 9.87944207982e+42 
33.99 	 1.00650005646e+43 
35.17 	 9.78525645466e+42 
35.173 	 9.81770596888e+42 
35.19 	 9.74189774762e+42 
36.02 	 9.82728304398e+42 
36.14 	 9.66932025936e+42 
36.142 	 9.73634787789e+42 
36.16 	 9.68902906486e+42 
37.15 	 9.6730258034e+42 
37.152 	 9.69246458886e+42 
37.169 	 9.7131458842e+42 
38.04 	 9.50745472609e+42 
38.14 	 9.54994182548e+42 
38.168 	 9.56210125837e+42 
39.05 	 9.69606335783e+42 
39.13 	 9.65705292324e+42 
39.135 	 9.61265904528e+42 
39.16 	 9.58428057676e+42 
39.97 	 9.55155433151e+42 
40.15 	 9.55669692276e+42 
40.15 	 9.55137467524e+42 
40.167 	 9.54516101294e+42 
41.14 	 9.33959346334e+42 
41.141 	 9.36020541804e+42 
41.158 	 9.35016298422e+42 
41.96 	 9.31610934946e+42 
42.13 	 9.24731189633e+42 
42.136 	 9.20385589562e+42 
42.153 	 9.21608877261e+42 
42.97 	 8.95231073096e+42 
43.96 	 8.71624211401e+42 
44.156 	 8.60737125274e+42 
44.16 	 8.52747526204e+42 
44.97 	 8.28060190354e+42 
45.177 	 8.19009897565e+42 
45.18 	 8.18407246809e+42 
45.97 	 7.69978257706e+42 
46.174 	 7.70570952293e+42 
46.18 	 7.6782296043e+42 
46.98 	 7.73097118668e+42 
48.99 	 7.53274277404e+42 
50.0 	 7.16262165293e+42 
51.15 	 6.97957928387e+42 
51.97 	 6.86395480881e+42 
52.157 	 6.80156598626e+42 
52.16 	 6.81404887035e+42 
52.177 	 6.81570961625e+42 
53.02 	 7.01175433819e+42 
53.15 	 6.91877210495e+42 
53.154 	 6.90518080536e+42 
53.98 	 6.70549026615e+42 
54.15 	 6.68280419718e+42 
54.158 	 6.59858088404e+42 
55.15 	 6.29038189819e+42 
55.15 	 6.30750517936e+42 
55.157 	 6.33097678668e+42 
55.96 	 6.12270468719e+42 
56.16 	 6.07762234336e+42 
