52306.7295	12.9344	0.0040
52307.6865	12.7664	0.0040
52309.7094	12.5404	0.0040
52313.7175	12.3534	0.0040
52321.7098	12.8234	0.0050
52321.7165	12.8314	0.0100
52321.7184	12.8154	0.0080
52323.7299	12.9624	0.0090
52323.7364	12.9494	0.0100
52323.7378	12.9654	0.0080
52323.7392	12.9614	0.0080
52323.7405	12.9714	0.0120
52323.7419	12.9564	0.0070
52323.7433	12.9624	0.0080
52323.7447	12.9534	0.0080
52323.746	12.9664	0.0080
52323.7474	12.9684	0.0100
52323.7488	12.9504	0.0080
52323.7502	12.9494	0.0070
52324.692	13.0264	0.0080
52324.693	13.0294	0.0070
52324.694	13.0194	0.0080
52324.6949	13.0264	0.0060
52324.6959	13.0314	0.0040
52324.6968	13.0284	0.0060
52324.6978	13.0054	0.0050
52324.6987	13.0124	0.0050
52324.6997	13.0344	0.0050
52324.7006	13.0354	0.0050
52324.7016	13.0234	0.0060
52324.7025	13.0144	0.0060
52324.7035	13.0094	0.0050
52324.7045	13.0214	0.0050
52324.7054	13.0244	0.0060
52324.7064	13.0274	0.0060
52324.7073	13.0174	0.0050
52324.7083	13.0204	0.0060
52324.7092	13.0104	0.0080
52324.7102	13.0274	0.0060
52324.7111	13.0144	0.0070
52324.7121	13.0304	0.0090
52324.7131	13.0304	0.0090
52324.714	13.0184	0.0050
52324.715	13.0294	0.0060
52324.7159	13.0254	0.0050
52324.7169	13.0164	0.0070
52324.7178	13.0354	0.0050
52324.7188	13.0254	0.0060
52324.7197	13.0104	0.0110
52324.7207	13.0324	0.0070
52324.7217	13.0244	0.0070
52324.7226	13.0224	0.0100
52324.7236	13.0274	0.0050
52324.7245	13.0184	0.0070
52324.7255	13.0104	0.0070
52324.7264	13.0104	0.0070
52324.7274	13.0214	0.0100
52324.7284	13.0274	0.0080
52324.7293	13.0134	0.0070
52324.7303	13.0104	0.0070
52324.7312	13.0274	0.0060
52324.7322	13.0254	0.0060
52324.7331	13.0244	0.0050
52324.7341	13.0334	0.0070
52324.7351	13.0084	0.0060
52324.736	13.0174	0.0070
52324.737	13.0244	0.0060
52324.7379	13.0134	0.0080
52324.7389	13.0174	0.0070
52324.7398	13.0154	0.0050
52324.7408	13.0294	0.0070
52324.7418	13.0294	0.0050
52324.7427	13.0224	0.0090
52324.7437	13.0204	0.0090
52324.7446	13.0164	0.0050
52324.7456	13.0224	0.0070
52324.7465	13.0144	0.0090
52324.7475	13.0204	0.0050
52324.7485	13.0244	0.0060
52324.7494	13.0134	0.0060
52324.7504	13.0234	0.0050
52324.7513	13.0104	0.0080
52324.7523	13.0154	0.0080
52324.7532	13.0114	0.0080
52324.7542	13.0274	0.0060
52324.7552	13.0184	0.0060
52324.7561	13.0094	0.0050
52324.7571	13.0004	0.0080
52324.758	13.0194	0.0070
52324.759	13.0144	0.0100
52324.76	13.0234	0.0070
52324.7609	13.0254	0.0070
52324.7619	13.0394	0.0070
52324.7629	13.0264	0.0090
52324.7638	13.0224	0.0070
52324.7648	13.0364	0.0080
52324.7658	13.0284	0.0110
52324.7667	13.0224	0.0080
52324.7677	13.0234	0.0060
52324.7686	13.0184	0.0070
52324.7696	13.0364	0.0080
52324.7706	13.0264	0.0060
52324.7715	13.0394	0.0090
52324.7725	13.0204	0.0100
52324.7734	13.0044	0.0140
52324.7744	13.0164	0.0100
52324.7754	13.0094	0.0090
52324.7763	13.0304	0.0070
52324.7773	13.0284	0.0140
52324.7782	13.0224	0.0090
52324.7792	13.0194	0.0110
52325.6972	13.0914	0.0060
52325.7019	13.0994	0.0060
52325.7028	13.1094	0.0060
52325.7037	13.1044	0.0050
52325.7046	13.1024	0.0050
52325.7055	13.0904	0.0050
52325.7064	13.0934	0.0070
52325.7073	13.0894	0.0050
52325.7082	13.1094	0.0050
52325.7091	13.0914	0.0060
52325.71	13.0884	0.0080
52325.7109	13.0904	0.0050
52325.7118	13.0844	0.0050
52325.7127	13.0924	0.0050
52325.7136	13.1004	0.0070
52325.7145	13.1004	0.0060
52325.7154	13.0914	0.0050
52325.7163	13.1014	0.0060
52325.7172	13.0914	0.0040
52325.7181	13.0804	0.0050
52325.7191	13.1034	0.0060
52325.72	13.0954	0.0060
52325.7209	13.0924	0.0070
52325.7218	13.1004	0.0070
52325.7227	13.0904	0.0060
52325.7236	13.1024	0.0060
52325.7245	13.0974	0.0050
52325.7254	13.0974	0.0040
52325.7263	13.1014	0.0070
52325.7272	13.1014	0.0060
52325.7281	13.0984	0.0070
52325.729	13.1004	0.0070
52325.7299	13.0874	0.0070
52325.7308	13.1014	0.0090
52325.7317	13.0924	0.0060
52325.7326	13.0884	0.0070
52325.7335	13.0934	0.0060
52325.7344	13.0914	0.0060
52325.7353	13.1034	0.0070
52325.7362	13.0924	0.0050
52325.7371	13.0874	0.0050
52325.738	13.0994	0.0060
52325.7389	13.0984	0.0050
52325.7399	13.0954	0.0060
52325.7408	13.0864	0.0070
52325.7417	13.1054	0.0050
52325.7426	13.1024	0.0080
52325.7435	13.1024	0.0070
52325.7444	13.0864	0.0070
52325.7453	13.0914	0.0060
