57744.08	19.66	0.01
57746.08	19.84	0.01
57748.12	19.82	0.01
57749.03	19.65	0.1
57749.99	19.8	0.2
57750.0	19.8	0.2
57751.09	19.79	0.01
57751.98	19.63	0.05
57751.99	19.63	0.05
57753.99	19.77	0.06
57754.28	19.82	0.01
57756.36	20.17	0.03
57757.0	20.2	0.1
57757.01	20.2	0.1
57757.98	20.03	0.03
57757.98	20.03	0.03
57758.04	19.96	0.01
57758.96	99.0	99.0
57760.06	20.12	0.01
57763.26	20.33	0.02
57767.17	20.51	0.03
57769.98	99.0	99.0
57770.91	99.0	99.0
57772.04	20.93	0.01
57772.91	99.0	99.0
57778.88	99.0	99.0
57779.22	21.23	0.02
57779.92	99.0	99.0
57836.04	99.0	99.0
