#Ib
SN2004gq 0.04875512808198574 0.0410867999048 0.049729757705568756
SN2004gv 0.11754377594398392 0.0908673948174 nan
SN2005hg 0.10644188851190294 0.0842742460476 0.0765292640623139
SN2006ep 0.06200211228215476 0.0517714284671 nan
SN2006fo 0.19925785110740496 0.152470895073 nan
SN2006lc 0.11738719603958464 0.089459452014 nan
SN2007C 0.06740419385455612 0.052373809167 0.030362764283036095
SN2007kj 0.05412178015062646 0.0431787202838 0.031071635778148542
SN2007uy 0.2096131204891952 0.165642000304 0.10487922520111737
SN2007Y 0.027364840655076612 0.0214835073039 nan
SN2008D 0.08103812266953914 0.0640596995875 0.045434026060814335
SN2009iz 0.10222736550661152 0.0772404290871 0.07055968746183312
SN2009jf 0.1805147232697182 0.140087154682 0.10980913657869558
SN2010O 0.03492393224723869 0.0275664168045 nan

