###############BVRI#######################
# SN # tpeak 	 Lpeak [erg/s] 	 log(Lpeak) 	 M_ni 	 M_ni_Khatami 	 t_1/2(<tp) 	 t_1/2(>tp) 	 FWHM 	 t_inflection 	 L_dot(inflection)
SN1994I 	 18.532101847226226 	 1.3499046498040745e+42 	 42.130303093290266 	 0.0701210290773445 	 0.0558056170625 	 5.919613520499562 	 9.388735369391142 	 15.308348889890704 	 36.33210184722616 	 0.703326232636553
SN1998bw 	 15.849955388125617 	 5.0103060729412194e+42 	 42.69986425715052 	 0.22472196690230134 	 0.183657557532 	 None 	 16.1551911137162 	 99 	 23.849955388125586 	 -0.993528333110838
SN1999dn 	 12.176756167641804 	 1.0215661886406743e+42 	 42.009266510400835 	 0.03629186026194157 	 0.0309921514403 	 None 	 20.91302513449549 	 99 	 26.076756167641754 	 0.07717930363471126
SN1999ex 	 20.015819655919856 	 1.5642241252791524e+42 	 42.19429897979696 	 0.08740442990065277 	 0.0687072257593 	 11.163605021030383 	 13.43359240445789 	 24.597197425488275 	 28.315819655919825 	 -0.15020969469647927
SN2002ap 	 10.6867092396733 	 9.596526099101545e+41 	 41.98211404876575 	 0.030692320451357245 	 0.0267298648557 	 None 	 15.684578710034659 	 99 	 20.586709239673265 	 0.0527584653625679
SN2003jd 	 15.810794896958928 	 4.547660611327996e+42 	 42.65778804613722 	 0.20350504985822576 	 0.166388531559 	 None 	 13.799088477583584 	 99 	 24.310794896958896 	 0.42524099595153686
SN2004aw 	 17.638179133859957 	 1.0259613528405479e+42 	 42.01113100155142 	 0.050858628765993334 	 0.0408114559128 	 None 	 23.31141955531327 	 99 	 27.93817913385992 	 -0.07996334647653036
SN2007gr 	 12.922621543374216 	 8.913465650061013e+41 	 41.95004659517693 	 0.03330043183091026 	 0.0281686802879 	 None 	 15.082095400693511 	 99 	 43.422621543374106 	 0.04866273122183795
SN2008ax 	 21.097963868644882 	 1.0406801683737516e+42 	 42.01731727854759 	 0.061110616278469525 	 0.0476598099196 	 10.446302270800626 	 13.309238617402727 	 23.755540888203353 	 41.99796386864481 	 -0.008099280375817308
SN2008D 	 18.15633802816975 	 1.0068359763687826e+42 	 42.00295872540959 	 0.051295471239440914 	 0.0409623197882 	 11.69187281184818 	 15.45712261762862 	 27.1489954294768 	 26.956338028169718 	 -0.11127114086045829
SN2009jf 	 21.612253199720953 	 2.090873338720098e+42 	 42.32032772484969 	 0.12558338346212797 	 0.0976061944661 	 12.185699405621762 	 19.81313792611583 	 31.99883733173759 	 42.01225319972088 	 -0.06026848407558738
SN2009bb 	 13.293361587516781 	 3.566916194972957e+42 	 42.55229290566906 	 0.13655776151902727 	 0.11498047902 	 7.449275950768721 	 11.911135214498458 	 19.36041116526718 	 19.893361587516758 	 2.3767596984558548
SN2010as 	 17.573543135116534 	 2.5466181164846265e+42 	 42.40596382429694 	 0.12580349116322403 	 0.101013576774 	 10.233017098606322 	 14.414430313450538 	 24.64744741205686 	 24.873543135116506 	 -0.2898374279747262
SN2010bh 	 10.402266288951841 	 2.30729996438057e+42 	 42.36310405937012 	 0.07227994220548534 	 0.0631897061616 	 None 	 10.453031031235282 	 99 	 22.3022662889518 	 18.99865527056288
SN2011hs 	 16.770319180669 	 5.6316995479676916e+41 	 41.75063947707505 	 0.02662308309022649 	 0.0215480395695 	 7.435586797116354 	 11.433125847194226 	 18.86871264431058 	 41.07031918066892 	 -0.07036132933735395
SN2011fu 	 22.33277723258235 	 1.5746703175071422e+42 	 42.19718964112573 	 0.09751312494074714 	 0.0754522376009 	 None 	 16.78859592505183 	 99 	 38.23277723258229 	 0.032166187352578035
SN2011dh 	 20.649301397208166 	 9.047485943167559e+41 	 41.956527917029256 	 0.052064485315308925 	 0.0407335004912 	 11.440532810618613 	 14.092617020751302 	 25.533149831369915 	 38.8493013972081 	 -0.02288168778119548
SN2011bm 	 33.46441536223905 	 3.726250155458278e+42 	 42.57127200715935 	 0.3242966227110563 	 0.244742521242 	 None 	 41.47835877806075 	 99 	 38.06441536223912 	 -0.10641705406655433
SN2012ap 	 13.917786561266249 	 2.1474791319710288e+42 	 42.33192895228728 	 0.08559902266793087 	 0.0715257132467 	 None 	 14.805704972636123 	 99 	 21.61778656126622 	 0.8132497410739958
SN2013ge 	 17.53034647550921 	 9.681693331526497e+41 	 41.98595132220746 	 0.047716854577995564 	 0.0383300870374 	 None 	 18.869703223196748 	 99 	 33.430346475509154 	 -0.1315519912917229
SN2013df 	 22.12334397446073 	 1.1617083619859414e+42 	 42.065097115423505 	 0.07131309258323926 	 0.0552488077276 	 None 	 11.41627543172524 	 99 	 28.923343974460707 	 -1.4301216517165205
SNiPTF13bvn 	 18.12837232454088 	 6.9350299800829384e+41 	 41.84104834286517 	 0.03528052909231688 	 0.0281807359923 	 10.819585013026675 	 11.823539731937867 	 22.643124744964542 	 25.628372324540855 	 1.481888645253615
