2455940.69 18.31 0.13 20.74 0.47 21.73 0.54
2455943.09 17.95 0.09 20.08 0.27 21.29 0.39
2455951.17 18.24 0.10 20.12 0.24 21.70 0.47
2455951.52 18.66 0.14 20.76 0.40 21.68 0.46
2455953.52 18.73 0.16 20.92 0.48 21.76 0.52
2455955.52 18.97 0.18 20.79 0.41 99.99 9.99
