2454037.61	17.135	0.021	16.831	0.018	16.710	0.020
2454037.61	---	---	16.866	0.019	16.635	0.017
2454039.57	16.955	0.018	16.619	0.031	16.466	0.016
2454039.58	16.994	0.023	16.608	0.032	16.483	0.017
2454044.53	16.805	0.021	16.462	0.026	16.283	0.021
2454044.53	16.740	0.022	16.465	0.025	16.368	0.024
2454048.53	16.826	0.019	16.455	0.024	16.282	0.017
2454048.54	16.804	0.019	16.478	0.026	16.309	0.018
