2453835.72	18.212	0.094	17.989	0.137	17.698	0.076
2453835.72	18.317	0.095	17.957	0.037	17.680	0.076
2453844.73	18.559	0.100	18.301	0.141	17.790	0.168
2453844.74	18.623	0.102	18.297	0.140	17.592	0.170
2453846.73	18.563	0.094	18.400	0.138	17.740	0.160
2453846.74	18.575	0.095	18.333	0.139	17.828	0.170
