2454935.51	15.127	0.011	14.975	0.011	14.881	0.018
2454935.52	15.151	0.012	14.959	0.011	---	---
2454937.59	15.223	0.011	15.092	0.012	15.000	0.018
2454937.59	15.174	0.013	15.112	0.011	---	---
