2453363.86	14.228	0.037	14.029	0.030	13.878	0.031
2453363.87	---	---	14.045	0.030	13.796	0.032
2453366.85	14.201	0.032	13.986	0.031	13.819	0.030
2453366.86	14.145	0.040	13.982	0.029	13.809	0.035
2453374.82	14.385	0.035	14.062	0.029	13.852	0.031
2453374.83	14.352	0.035	14.074	0.029	13.835	0.031
2453375.84	14.433	0.036	14.107	0.029	13.854	0.031
2453375.84	---	---	14.092	0.029	13.871	0.031
2453387.78	14.787	0.035	14.482	0.029	14.117	0.031
2453387.78	14.799	0.036	14.488	0.029	14.119	0.031
