2454170.69	17.386	0.062	17.051	0.108	16.439	0.138
2454170.70	17.373	0.052	16.923	0.120	16.645	0.165
2454172.66	17.395	0.114	17.009	0.139	---	---
2454172.65	17.538	0.095	---	---	---	---
