2454890.83	---	---	---	---	---	---	---	---	18.876	0.025	---	---
2454895.75	---	---	---	---	---	---	---	---	19.345	0.020	---	---
2454949.63	---	---	---	---	---	---	---	---	20.375	0.032	---	---
