2454017.71	---	---	17.319	0.050	---	---
2454017.72	---	---	17.320	0.027	---	---
2454039.64	---	---	17.919	0.026	---	---
2454039.65	---	---	17.875	0.024	---	---
2454044.63	---	---	17.963	0.066	---	---
2454044.63	---	---	17.975	0.058	---	---
2454049.59	---	---	18.173	0.043	---	---
2454049.60	---	---	18.233	0.050	---	---
