2453834.58	17.375	0.064	17.002	0.079	16.812	0.153
2453834.59	17.439	0.058	16.958	0.086	16.887	0.025
2453844.54	17.498	0.070	17.364	0.120	16.945	0.158
2453844.55	17.517	0.072	17.293	0.108	16.890	0.155
2453846.53	17.775	0.030	17.514	0.026	---	---
2453846.54	17.777	0.031	17.515	0.025	---	---
