2454457.68	17.043	0.009	16.877	0.017	16.488	0.017
2454457.68	17.075	0.009	16.863	0.016	16.450	0.026
2454466.72	17.535	0.013	17.291	0.026	---	---
2454466.72	17.550	0.016	---	---	---	---
2454492.58	18.366	0.025	---	---	17.464	0.026
2454492.59	18.494	0.023	---	---	17.410	0.044
