57657.011	15.919	0.013
57657.012	15.925	0.015
57657.031	16.194	0.037
57657.086	15.918	0.009
57657.087	15.923	0.011
57657.091	15.907	0.015
57657.092	15.884	0.020
57657.358	16.144	0.034
57657.766	15.787	0.007
57657.768	15.804	0.008
57658.03	15.998	0.040
57658.074	15.764	0.011
57658.075	15.719	0.015
57658.295	15.682	0.015
57658.296	15.699	0.014
57658.381	15.687	0.009
57658.383	15.698	0.011
57658.583	15.656	0.006
57658.584	15.650	0.006
57659.027	15.818	0.035
57659.07	15.628	0.017
57659.071	15.580	0.020
57659.226	15.561	0.018
57659.227	15.661	0.024
57659.381	15.530	0.018
57659.383	15.575	0.011
57659.833	15.406	0.006
57659.834	15.407	0.006
57660.07	15.639	0.034
57660.087	15.438	0.016
57660.089	15.416	0.014
57660.262	15.416	0.011
57660.263	15.408	0.015
57660.263	15.429	0.015
57660.264	15.473	0.020
57661.021	15.527	0.034
57661.06	15.373	0.014
57661.061	15.386	0.011
57662.018	15.459	0.034
57662.069	15.181	0.021
57662.07	15.162	0.017
57662.119	15.190	0.007
57662.121	15.193	0.007
57662.349	15.403	0.034
57662.691	15.163	0.007
57662.693	15.178	0.007
57663.015	15.361	0.034
57663.194	15.137	0.008
57663.195	15.128	0.010
57663.332	15.179	0.015
57663.334	15.152	0.012
57663.824	15.174	0.014
57663.825	15.129	0.015
57663.992	15.016	0.009
57663.993	15.031	0.009
57664.029	15.279	0.034
57664.384	15.033	0.011
57664.385	15.060	0.006
57664.385	15.052	0.011
57664.386	15.049	0.005
57651.54	15.940	0.130
57651.55	15.780	0.080
57653.042	15.491	0.034
57653.113	15.483	0.014
57653.114	15.478	0.018
57653.133	15.590	0.040
57653.327	15.572	0.018
57653.328	15.662	0.023
57653.4	15.850	0.080
57653.824	15.899	0.025
57653.825	15.606	0.034
57654.078	16.174	0.014
57654.079	16.218	0.032
57654.145	16.328	0.035
57654.204	16.338	0.018
57654.205	16.335	0.021
57654.363	16.416	0.035
57654.38	16.245	0.019
57654.381	16.248	0.021
57654.394	16.467	0.020
57654.396	16.447	0.023
57654.827	16.453	0.019
57655.037	16.536	0.043
57655.194	16.373	0.015
57655.195	16.343	0.015
57655.234	16.473	0.023
57655.236	16.466	0.018
57655.819	16.213	0.023
57655.82	16.267	0.024
57655.964	16.176	0.019
57655.965	16.158	0.016
57656.025	16.195	0.010
57656.026	16.172	0.009
57656.034	16.445	0.037
57656.051	16.205	0.034
57656.052	16.205	0.036
57656.923	15.907	0.008
57656.925	15.897	0.010
57664.721	15.029	0.005
57664.723	15.053	0.005
57664.958	15.006	0.017
57664.96	15.006	0.018
57665.01	15.126	0.040
57665.07	15.000	0.019
57665.071	15.008	0.016
57665.099	14.998	0.006
57666.007	15.138	0.034
57666.097	14.977	0.016
57666.098	14.950	0.016
57666.127	14.872	0.017
57666.305	14.926	0.015
57666.306	14.956	0.014
57666.342	14.937	0.017
57666.343	14.932	0.013
57666.347	14.934	0.008
57666.347	14.928	0.007
57666.348	14.912	0.009
57666.365	14.966	0.014
57666.367	14.982	0.014
57666.373	14.882	0.012
57666.375	14.914	0.007
57666.696	14.936	0.007
57666.696	14.934	0.007
57666.698	14.927	0.005
57666.698	14.943	0.007
57666.738	14.922	0.006
57666.738	14.955	0.007
57666.739	14.923	0.006
57666.739	14.963	0.008
57666.85	14.973	0.013
57666.851	14.945	0.014
57667.007	15.098	0.034
57667.371	14.899	0.016
57667.372	14.921	0.015
57668.008	15.031	0.034
57668.533	14.765	0.011
57669.011	15.035	0.033
57669.085	14.837	0.012
57669.086	14.822	0.013
57669.229	14.972	0.033
57669.294	14.897	0.011
57669.295	14.859	0.010
57669.343	14.823	0.011
57669.344	14.835	0.009
57670.008	14.989	0.033
57670.697	14.789	0.005
57670.699	14.778	0.007
57671.268	14.773	0.008
57671.269	14.784	0.009
57677.11	14.889	0.055
