54477.41	19.319	0.047
54478.4194	19.353	0.038
54480.3762	19.117	0.056
54481.4135	19.153	0.038
54482.3975	18.909	0.053
54485.3865	18.689	0.083
54486.5497	18.518	0.104
54489.401	18.500	0.064
54490.3682	18.537	0.040
54506.5894	19.505	0.047
54508.5866	19.763	0.044
54511.4088	19.993	0.053
54513.3799	20.140	0.054
54514.5476	20.273	0.081
54518.3309	20.382	0.082
54520.37	100.0	0.000
54524.419	20.614	0.039
54526.2514	20.572	0.062
54527.2477	20.585	0.072
54529.4917	20.687	0.041
54534.259	20.681	0.038
54537.3869	20.781	0.044
54540.3682	20.755	0.077
54545.2558	21.033	0.138
54547.2561	20.908	0.076
54551.3402	21.060	0.060
54556.37	100.0	0.000
54559.3286	21.216	0.066
54563.37	100.0	0.000
54569.37	100.0	0.000
54571.3269	21.347	0.108
54572.3053	21.482	0.093
54573.37	100.0	0.000
54574.3577	21.528	0.124
54577.37	100.0	0.000
54579.37	100.0	0.000
