57744.08	19.39	0.01
57746.08	19.74	0.01
57748.12	19.73	0.01
57749.03	19.53	0.02
57749.99	99.0	99.0
57750.0	99.0	99.0
57751.09	19.64	0.01
57751.98	99.0	99.0
57751.99	99.0	99.0
57753.99	19.43	0.06
57754.28	19.53	0.01
57756.36	19.64	0.03
57757.0	99.0	99.0
57757.01	99.0	99.0
57757.98	99.0	99.0
57757.98	99.0	99.0
57758.04	19.58	0.01
57758.96	99.0	99.0
57760.06	19.66	0.01
57763.26	19.73	0.01
57767.17	19.97	0.02
57769.98	99.0	99.0
57770.91	99.0	99.0
57772.04	20.25	0.01
57772.91	99.0	99.0
57778.88	99.0	99.0
57779.22	20.56	0.01
57779.92	99.0	99.0
57836.04	21.24	0.01
