## SN 	 z 	 E_B_V_total 	 d [Mpc] 	 t_0 
## SN2008aq 	 0.007972 	 0.04 	 26.9 	 54510.79 
###############BBgVVriYHJ#######################
# t-t_0 	 Lbol [erg/s] 	 log(Lbol) 	 M_ni
32.43000000020402 	 4.985747159227389e+41 	 41.69773025047409 	 0.04239458819954264
34.489999999794236 	 4.522018258660501e+41 	 41.65533231157402 	 0.04022189361351031
49.43000000020402 	 2.785705905181587e+41 	 41.44493526481636 	 0.0310702996482137
55.520000000055006 	 2.423753379933641e+41 	 41.38448842771255 	 0.028898896212007825
59.43000000020402 	 2.225846148695271e+41 	 41.347495142441716 	 0.027613306020717914
67.48000000001775 	 1.8748135562020406e+41 	 41.27295808510978 	 0.025131031691292903
72.37000000014814 	 1.7525348990278843e+41 	 41.24366667502918 	 0.024584720943615006
78.45000000022264 	 1.5427128636565096e+41 	 41.1882851008306 	 0.022880696131652372
86.41999999996187 	 1.3094474060408265e+41 	 41.11708805967232 	 0.020876275717003616
88.33999999988737 	 1.2459115299841728e+41 	 41.095487204920424 	 0.020210691525704462
#t_peak = 32.43000000020402
#L_peak = 4.985747159227389e+41
#M_ni = 0.04239458819954264
