51415.21	99.0	99.0
51418.29	99.0	99.0
51424.27	99.0	99.0
51427.27	99.0	99.0
51432.99	99.0	99.0
51435.26	99.0	99.0
51436.0	99.0	99.0
51439.27	99.0	99.0
51441.08	14.92	0.3
51454.98	15.31	0.2
51458.97	99.0	99.0
51484.85	99.0	99.0
51485.08	99.0	99.0
51486.02	99.0	99.0
51522.83	99.0	99.0
51539.82	99.0	99.0
51539.87	17.64	0.3
51723.19	99.0	99.0
