## SN 	 z 	 E_B_V_total 	 d [Mpc] 	 t_0 
## SN2004fe 	 0.017895 	 0.022 	 72.1 	 53306.74 
###############BBggVrrRii#######################
# t-t_0 	 Lbol [erg/s] 	 log(Lbol) 	 M_ni
3.430000000000291 	 5.685325714380071e+41 	 41.75475535062548 	 0.01007201340321754
4.430000000000291 	 6.857996912726462e+41 	 41.83619728527205 	 0.013273661532319634
7.380000000004657 	 9.677511545580791e+41 	 41.98576369811851 	 0.024014387555571955
8.360000000000582 	 1.0285619174628864e+42 	 42.012230440515985 	 0.02759581217668096
11.419000000001688 	 1.092968404804213e+42 	 42.03860760767933 	 0.03683578940568769
13.567999999999302 	 1.1090786916894012e+42 	 42.044962361436845 	 0.04322623674230086
14.42000000000553 	 1.068639158886124e+42 	 42.028831084292484 	 0.0439663400462086
15.40899999999965 	 1.0115744012186845e+42 	 42.00499783060699 	 0.04420577751702037
16.360000000000582 	 9.729320854558305e+41 	 41.98808252583754 	 0.04494118343308459
17.380000000004657 	 9.22851921453336e+41 	 41.965132020793064 	 0.045115495246589324
18.42000000000553 	 8.597175949494302e+41 	 41.93435581508449 	 0.044402220741927526
19.381000000001222 	 7.971445755976777e+41 	 41.90153709516033 	 0.04320341845249123
20.330000000001746 	 7.483219686325705e+41 	 41.874088495077174 	 0.04243421018633443
23.400000000001455 	 5.801429927081167e+41 	 41.76353505095982 	 0.03750490039996672
30.330000000001746 	 3.6374956847225046e+41 	 41.56080248677683 	 0.0293770860450274
31.360000000000582 	 3.461967682456662e+41 	 41.5393230094099 	 0.02869699525422465
32.349999999998545 	 3.261328311828406e+41 	 41.51339452062084 	 0.02768025202598495
33.36000000000058 	 3.1090041389375486e+41 	 41.49262130020869 	 0.026995971602345004
37.34000000000378 	 2.6472341017825104e+41 	 41.42279234878786 	 0.024872293450507264
41.34000000000378 	 2.317558583873722e+41 	 41.36503072116886 	 0.023247910912562588
45.36000000000058 	 2.0181396544626795e+41 	 41.30495121594645 	 0.021411809260336197
#t_peak = 13.567999999999302
#L_peak = 1.1090786916894012e+42
#M_ni = 0.04322623674230086
