#Modelname texp[d] Lbol Luvoir then U B V R I J H K @ 10pc
          he6p5A_1e4_trimmed_mixed2000_1    2.25  1.6964e+41  1.3831e+41  -14.298  -14.397  -14.701  -14.608  -14.673  -14.735  -14.791  -14.845
          he6p5A_1e4_trimmed_mixed2000_2    2.45  1.4544e+41  1.1633e+41  -14.022  -14.165  -14.519  -14.461  -14.571  -14.654  -14.727  -14.785
          he6p5A_1e4_trimmed_mixed2000_3    2.70  1.3798e+41  1.0703e+41  -13.739  -13.934  -14.488  -14.489  -14.606  -14.728  -14.821  -14.880
          he6p5A_1e4_trimmed_mixed2000_4    2.97  1.4132e+41  1.0741e+41  -13.541  -13.833  -14.535  -14.574  -14.694  -14.830  -14.936  -14.996
          he6p5A_1e4_trimmed_mixed2000_5    3.27  1.5099e+41  1.1349e+41  -13.446  -13.835  -14.616  -14.675  -14.803  -14.939  -15.061  -15.112
          he6p5A_1e4_trimmed_mixed2000_6    3.60  1.6475e+41  1.2307e+41  -13.432  -13.894  -14.713  -14.782  -14.922  -15.051  -15.192  -15.229
          he6p5A_1e4_trimmed_mixed2000_7    3.96  1.8173e+41  1.3517e+41  -13.470  -13.978  -14.819  -14.895  -15.045  -15.168  -15.329  -15.351
          he6p5A_1e4_trimmed_mixed2000_8    4.36  2.0212e+41  1.4996e+41  -13.541  -14.080  -14.933  -15.013  -15.172  -15.286  -15.466  -15.476
        he6p5A_1e4_trimmed_mixed2000_9nt    4.80  1.9833e+41  1.4324e+41  -13.258  -13.893  -14.851  -15.094  -15.157  -15.388  -15.484  -15.615
       he6p5A_1e4_trimmed_mixed2000_10nt    5.28  2.1745e+41  1.5505e+41  -13.125  -13.921  -14.926  -15.224  -15.298  -15.533  -15.614  -15.777
       he6p5A_1e4_trimmed_mixed2000_11nt    5.81  2.4542e+41  1.7452e+41  -13.118  -14.031  -15.052  -15.367  -15.460  -15.675  -15.754  -15.931
