#Modelname texp[d] Lbol Luvoir then U B V R I J H K @ 10pc
          he6p5G_1e4_trimmed_mixed1000_1    2.22  4.7708e+41  3.9685e+41  -16.203  -15.202  -15.633  -15.469  -15.543  -15.541  -15.583  -15.657
          he6p5G_1e4_trimmed_mixed1000_2    2.44  3.6820e+41  2.9807e+41  -15.709  -14.919  -15.447  -15.300  -15.373  -15.462  -15.526  -15.617
          he6p5G_1e4_trimmed_mixed1000_3    2.68  3.1129e+41  2.4324e+41  -15.173  -14.630  -15.378  -15.284  -15.332  -15.507  -15.573  -15.683
          he6p5G_1e4_trimmed_mixed1000_4    2.95  2.9000e+41  2.2142e+41  -14.726  -14.465  -15.385  -15.337  -15.317  -15.561  -15.618  -15.752
          he6p5G_1e4_trimmed_mixed1000_5    3.25  2.8273e+41  2.1361e+41  -14.389  -14.388  -15.404  -15.377  -15.333  -15.584  -15.641  -15.797
          he6p5G_1e4_trimmed_mixed1000_6    3.58  2.7589e+41  2.0698e+41  -14.126  -14.328  -15.385  -15.382  -15.359  -15.587  -15.644  -15.811
          he6p5G_1e4_trimmed_mixed1000_7    3.94  2.6901e+41  1.9967e+41  -13.880  -14.240  -15.348  -15.387  -15.383  -15.603  -15.669  -15.821
          he6p5G_1e4_trimmed_mixed1000_8    4.33  2.6590e+41  1.9445e+41  -13.631  -14.137  -15.324  -15.410  -15.407  -15.645  -15.728  -15.849
        he6p5G_1e4_trimmed_mixed1000_9nt    4.76  2.6931e+41  1.9145e+41  -13.296  -13.977  -15.294  -15.495  -15.410  -15.744  -15.826  -15.907
       he6p5G_1e4_trimmed_mixed1000_10nt    5.24  2.7993e+41  1.9544e+41  -13.025  -13.924  -15.318  -15.559  -15.468  -15.840  -15.935  -16.006
       he6p5G_1e4_trimmed_mixed1000_11nt    5.76  3.0809e+41  2.1360e+41  -12.865  -13.981  -15.417  -15.679  -15.586  -15.963  -16.070  -16.134
       he6p5G_1e4_trimmed_mixed1000_12nt    6.34  3.5443e+41  2.4599e+41  -12.864  -14.134  -15.572  -15.837  -15.748  -16.114  -16.226  -16.290
       he6p5G_1e4_trimmed_mixed1000_13nt    6.97  4.1762e+41  2.9135e+41  -13.014  -14.347  -15.757  -16.013  -15.928  -16.278  -16.394  -16.458
       he6p5G_1e4_trimmed_mixed1000_14nt    7.67  4.9973e+41  3.5190e+41  -13.278  -14.603  -15.962  -16.200  -16.120  -16.444  -16.565  -16.631
       he6p5G_1e4_trimmed_mixed1000_15nt    8.44  6.0404e+41  4.2973e+41  -13.596  -14.880  -16.177  -16.394  -16.317  -16.616  -16.743  -16.811
       he6p5G_1e4_trimmed_mixed1000_16nt    9.28  7.3256e+41  5.2657e+41  -13.950  -15.167  -16.394  -16.587  -16.509  -16.790  -16.922  -16.991
       he6p5G_1e4_trimmed_mixed1000_17nt   10.21  8.9374e+41  6.5036e+41  -14.335  -15.469  -16.618  -16.783  -16.703  -16.964  -17.101  -17.171
       he6p5G_1e4_trimmed_mixed1000_18nt   11.23  1.0968e+42  8.0839e+41  -14.736  -15.782  -16.847  -16.981  -16.901  -17.141  -17.281  -17.353
