#Modelname texp[d] Lbol Luvoir then U B V R I J H K @ 10pc
       he4p96B_final_trimmed_mixed1000_1    2.24  7.9827e+40  5.4702e+40  -12.970  -12.942  -13.839  -13.929  -13.767  -14.375  -14.531  -14.678
       he4p96B_final_trimmed_mixed1000_2    2.45  8.1262e+40  5.4793e+40  -12.589  -12.865  -13.886  -14.053  -13.768  -14.460  -14.645  -14.788
       he4p96B_final_trimmed_mixed1000_3    2.70  8.5130e+40  5.6676e+40  -12.224  -12.829  -13.938  -14.162  -13.877  -14.558  -14.748  -14.894
       he4p96B_final_trimmed_mixed1000_4    2.97  8.7902e+40  5.7898e+40  -11.868  -12.800  -13.959  -14.223  -13.994  -14.624  -14.824  -14.975
       he4p96B_final_trimmed_mixed1000_5    3.27  8.9365e+40  5.8112e+40  -11.500  -12.743  -13.956  -14.255  -14.088  -14.671  -14.883  -15.043
       he4p96B_final_trimmed_mixed1000_6    3.60  9.0498e+40  5.8066e+40  -11.118  -12.671  -13.948  -14.282  -14.162  -14.712  -14.931  -15.099
       he4p96B_final_trimmed_mixed1000_7    3.96  9.2249e+40  5.8545e+40  -10.741  -12.605  -13.947  -14.319  -14.228  -14.758  -14.980  -15.147
       he4p96B_final_trimmed_mixed1000_8    4.36  9.6233e+40  6.0611e+40  -10.400  -12.564  -13.974  -14.384  -14.307  -14.826  -15.047  -15.209
       he4p96B_final_trimmed_mixed1000_9    4.80  1.0425e+41  6.5510e+40  -10.162  -12.579  -14.053  -14.490  -14.415  -14.927  -15.146  -15.300
    he4p96B_final_trimmed_mixed1000_10nt    5.28  1.1644e+41  7.3354e+40  -10.016  -12.658  -14.165  -14.626  -14.554  -15.058  -15.266  -15.409
    he4p96B_final_trimmed_mixed1000_11nt    5.81  1.3522e+41  8.5947e+40  -10.100  -12.815  -14.348  -14.799  -14.723  -15.211  -15.413  -15.550
    he4p96B_final_trimmed_mixed1000_12nt    6.39  1.6217e+41  1.0459e+41  -10.425  -13.062  -14.582  -14.996  -14.920  -15.383  -15.580  -15.713
    he4p96B_final_trimmed_mixed1000_13nt    7.03  1.9888e+41  1.3061e+41  -10.965  -13.375  -14.843  -15.210  -15.135  -15.568  -15.759  -15.889
    he4p96B_final_trimmed_mixed1000_14nt    7.73  2.4660e+41  1.6511e+41  -11.591  -13.720  -15.111  -15.432  -15.357  -15.758  -15.944  -16.072
    he4p96B_final_trimmed_mixed1000_15nt    8.50  3.0749e+41  2.0983e+41  -12.199  -14.075  -15.376  -15.659  -15.582  -15.951  -16.132  -16.257
    he4p96B_final_trimmed_mixed1000_16nt    9.35  3.8419e+41  2.6692e+41  -12.752  -14.426  -15.636  -15.888  -15.805  -16.148  -16.320  -16.443
    he4p96B_final_trimmed_mixed1000_17nt   10.29  4.8046e+41  3.3950e+41  -13.255  -14.770  -15.894  -16.117  -16.025  -16.348  -16.508  -16.628
    he4p96B_final_trimmed_mixed1000_18nt   11.32  6.0009e+41  4.3087e+41  -13.721  -15.105  -16.149  -16.344  -16.239  -16.547  -16.694  -16.810
    he4p96B_final_trimmed_mixed1000_19nt   12.45  7.4953e+41  5.4667e+41  -14.167  -15.437  -16.403  -16.569  -16.450  -16.747  -16.879  -16.989
    he4p96B_final_trimmed_mixed1000_20nt   13.70  9.3896e+41  6.9578e+41  -14.605  -15.771  -16.659  -16.794  -16.662  -16.945  -17.066  -17.168
    he4p96B_final_trimmed_mixed1000_21nt   15.07  1.1771e+42  8.8631e+41  -15.036  -16.106  -16.913  -17.016  -16.876  -17.141  -17.246  -17.343
    he4p96B_final_trimmed_mixed1000_22nt   16.58  1.4727e+42  1.1266e+42  -15.456  -16.438  -17.162  -17.232  -17.087  -17.330  -17.420  -17.511
    he4p96B_final_trimmed_mixed1000_23nt   18.24  1.8272e+42  1.4184e+42  -15.848  -16.753  -17.396  -17.436  -17.292  -17.510  -17.579  -17.670
    he4p96B_final_trimmed_mixed1000_24nt   20.06  2.2306e+42  1.7541e+42  -16.199  -17.042  -17.609  -17.621  -17.485  -17.669  -17.730  -17.814
    he4p96B_final_trimmed_mixed1000_25nt   22.07  2.6613e+42  2.1150e+42  -16.497  -17.289  -17.794  -17.784  -17.660  -17.813  -17.855  -17.944
    he4p96B_final_trimmed_mixed1000_26nt   24.28  3.0725e+42  2.4607e+42  -16.725  -17.480  -17.942  -17.919  -17.813  -17.926  -17.960  -18.050
    he4p96B_final_trimmed_mixed1000_27nt   26.71  3.4026e+42  2.7368e+42  -16.871  -17.601  -18.049  -18.020  -17.940  -18.001  -18.042  -18.130
    he4p96B_final_trimmed_mixed1000_28nt   29.38  3.5883e+42  2.8858e+42  -16.916  -17.636  -18.105  -18.085  -18.036  -18.033  -18.118  -18.188
    he4p96B_final_trimmed_mixed1000_29nt   32.32  3.5945e+42  2.8752e+42  -16.850  -17.576  -18.106  -18.115  -18.102  -18.022  -18.200  -18.229
    he4p96B_final_trimmed_mixed1000_30nt   35.55  3.3552e+42  2.6437e+42  -16.595  -17.359  -18.024  -18.097  -18.146  -17.960  -18.231  -18.222
    he4p96B_final_trimmed_mixed1000_31nt   39.10  3.0249e+42  2.3449e+42  -16.274  -17.108  -17.902  -18.022  -18.133  -17.890  -18.240  -18.161
    he4p96B_final_trimmed_mixed1000_32nt   43.01  2.6412e+42  2.0157e+42  -15.948  -16.828  -17.725  -17.883  -18.104  -17.755  -18.190  -18.034
    he4p96B_final_trimmed_mixed1000_33nt   47.31  2.2771e+42  1.7167e+42  -15.643  -16.552  -17.524  -17.729  -18.036  -17.627  -18.100  -17.891
    he4p96B_final_trimmed_mixed1000_34nt   52.04  1.9718e+42  1.4830e+42  -15.432  -16.334  -17.334  -17.566  -17.953  -17.474  -17.965  -17.721
    he4p96B_final_trimmed_mixed1000_35nt   57.24  1.7231e+42  1.3054e+42  -15.337  -16.193  -17.167  -17.397  -17.857  -17.304  -17.788  -17.520
    he4p96B_final_trimmed_mixed1000_36nt   62.96  1.5172e+42  1.1638e+42  -15.328  -16.111  -17.018  -17.224  -17.749  -17.112  -17.602  -17.318
    he4p96B_final_trimmed_mixed1000_37nt   69.26  1.3131e+42  1.0269e+42  -15.363  -16.055  -16.870  -17.026  -17.582  -16.851  -17.383  -17.084
                            he4p96Bx1_38   76.19  1.2284e+42  9.6177e+41  -15.356  -15.976  -16.796  -16.965  -17.492  -16.682  -17.343  -16.960
                            he4p96Bx1_39   83.81  1.0199e+42  8.2106e+41  -15.473  -15.870  -16.626  -16.739  -17.246  -16.287  -17.036  -16.624
