2454947.80	---	---	18.434	0.041	17.629	0.038	17.582	0.042	19.052	0.050	17.920	0.036
2454956.89	---	---	18.784	0.060	17.741	0.041	17.631	0.040	19.455	0.066	18.230	0.042
2454959.79	---	---	18.909	0.053	17.843	0.034	17.650	0.039	19.495	0.103	18.274	0.042
2454963.79	---	---	19.196	0.065	18.036	0.041	17.802	0.041	19.952	0.096	18.635	0.047
2454964.76	---	---	19.225	0.065	18.098	0.041	17.869	0.045	20.090	0.104	18.699	0.046
2454968.83	---	---	19.521	0.087	18.304	0.058	18.032	0.054	---	---	18.907	0.065
2454972.77	---	---	---	---	18.402	0.068	18.162	0.063	---	---	18.941	0.072
2454974.75	---	---	---	---	18.464	0.069	18.244	0.066	---	---	19.038	0.079
2454976.74	---	---	---	---	18.433	0.070	---	---	---	---	---	---
