2453356.64	19.235	0.031	18.215	0.011	17.953	0.012	17.994	0.014	18.441	0.013	18.059	0.014
2453357.60	19.066	0.027	18.036	0.010	17.779	0.011	17.838	0.013	18.283	0.012	17.917	0.010
2453361.57	18.422	0.024	17.558	0.009	17.346	0.009	17.372	0.011	17.828	0.013	17.446	0.011
2453362.65	18.345	0.028	17.502	0.009	17.256	0.009	17.314	0.008	17.729	0.013	17.370	0.013
2453363.60	18.318	0.026	17.443	0.009	17.201	0.008	17.255	0.009	17.703	0.013	17.311	0.009
2453365.56	18.383	0.025	17.409	0.009	17.121	0.009	17.147	0.010	17.676	0.013	17.248	0.009
2453369.56	18.811	0.024	17.564	0.010	17.086	0.009	17.071	0.011	17.840	0.011	17.298	0.009
2453372.56	19.550	0.043	17.770	0.009	17.132	0.008	17.072	0.009	18.147	0.012	17.414	0.011
2453373.59	---	---	17.866	0.007	17.172	0.006	17.091	0.006	18.315	0.012	17.491	0.008
2453376.60	20.472	0.061	18.163	0.010	17.307	0.007	17.159	0.008	18.656	0.015	17.667	0.011
2453380.56	21.037	0.111	18.497	0.012	17.498	0.009	17.308	0.010	19.053	0.018	17.983	0.012
2453381.55	21.299	0.160	18.563	0.019	17.556	0.012	17.323	0.014	19.150	0.018	18.049	0.013
2453383.59	21.280	0.130	18.722	0.013	17.660	0.012	17.418	0.014	19.314	0.021	18.145	0.014
2453384.55	21.478	0.175	18.767	0.023	17.726	0.011	---	---	19.365	0.057	18.221	0.021
2453385.55	---	---	18.851	0.028	17.756	0.010	17.519	0.012	19.391	0.024	18.256	0.013
2453386.56	---	---	18.877	0.017	17.782	0.011	17.559	0.011	19.476	0.025	18.325	0.016
2453395.58	---	---	19.198	0.035	18.201	0.016	17.955	0.018	19.873	0.112	18.696	0.035
2453399.55	---	---	19.293	0.019	18.288	0.011	18.083	0.014	19.812	0.030	18.776	0.016
