2454848.64	17.923	0.023	17.372	0.011	17.044	0.011	16.940	0.015	17.590	0.013	17.204	0.011
2454855.66	18.372	0.026	17.244	0.011	16.612	0.008	16.574	0.009	17.571	0.013	16.898	0.011
2454856.63	18.334	0.028	17.130	0.011	16.527	0.010	16.501	0.012	17.460	0.014	16.804	0.011
2454858.65	18.015	0.026	16.925	0.010	16.358	0.007	16.382	0.008	17.229	0.012	16.622	0.009
2454866.63	17.474	0.019	16.372	0.009	15.944	0.008	15.981	0.009	16.651	0.012	16.127	0.010
2454869.56	17.653	0.021	16.365	0.009	15.846	0.008	15.881	0.008	16.676	0.012	16.077	0.010
2454871.61	17.898	0.026	16.438	0.010	15.826	0.008	15.828	0.011	16.794	0.013	16.086	0.010
2454873.55	18.156	0.022	16.530	0.011	15.842	0.010	15.827	0.011	16.920	0.013	16.121	0.010
2454874.61	18.346	0.031	16.577	0.009	15.860	0.008	15.813	0.009	16.996	0.016	16.157	0.009
