2454927.86	20.328	0.097	18.961	0.015	18.397	0.014	18.359	0.017	19.308	0.028	18.541	0.015
2454928.87	20.423	0.086	18.984	0.021	18.410	0.014	18.381	0.017	19.396	0.023	18.593	0.016
2454930.84	---	---	19.130	0.054	18.460	0.031	18.464	0.025	19.319	0.067	18.687	0.033
2454931.87	---	---	19.100	0.041	18.453	0.021	18.465	0.022	19.377	0.057	18.639	0.026
2454933.85	---	---	19.158	0.039	18.558	0.023	18.511	0.026	19.593	0.077	18.847	0.043
2454937.86	---	---	19.284	0.022	18.639	0.019	18.599	0.022	19.671	0.047	18.897	0.022
2454938.86	---	---	19.373	0.023	18.700	0.018	18.611	0.019	19.790	0.036	18.894	0.023
2454946.83	---	---	19.700	0.020	18.904	0.017	18.808	0.021	20.142	0.037	19.205	0.023
2454947.83	---	---	19.719	0.021	18.904	0.017	18.833	0.021	20.272	0.040	19.183	0.020
2454956.83	---	---	20.068	0.022	19.238	0.017	19.073	0.018	20.510	0.053	19.468	0.046
2454959.84	---	---	20.186	0.063	19.367	0.028	19.227	0.027	20.819	0.168	19.649	0.049
2454963.85	---	---	20.414	0.050	19.505	0.028	19.299	0.028	---	---	---	---
2454964.81	---	---	20.475	0.069	19.491	0.028	19.323	0.026	20.907	0.119	19.745	0.036
2454966.77	---	---	20.434	0.076	19.602	0.041	19.413	0.052	20.949	0.137	19.811	0.075
