2454527.82	17.359	0.021	16.225	0.012	15.930	0.013	16.102	0.013	16.470	0.012	16.045	0.016
2454541.86	19.015	0.044	16.914	0.007	16.066	0.009	15.995	0.012	17.445	0.013	16.454	0.010
2454542.70	19.172	0.039	17.016	0.009	16.147	0.009	16.036	0.010	17.544	0.013	16.475	0.015
2454543.72	19.290	0.058	17.112	0.011	16.189	0.009	16.057	0.011	17.666	0.014	16.569	0.013
2454545.78	---	---	17.292	0.008	16.331	0.008	16.178	0.010	17.931	0.016	16.770	0.011
2454560.72	---	---	17.976	0.010	17.006	0.009	16.707	0.009	18.616	0.017	17.433	0.011
2454566.81	---	---	18.070	0.010	17.169	0.010	16.872	0.011	18.683	0.018	17.531	0.016
2454570.72	---	---	18.111	0.009	17.266	0.009	16.963	0.009	18.690	0.016	17.641	0.012
2454578.77	---	---	18.154	0.016	17.513	0.009	17.146	0.011	18.691	0.037	---	---
2454583.66	---	---	18.224	0.009	17.552	0.008	17.231	0.009	18.745	0.018	17.823	0.012
2454589.74	---	---	18.325	0.011	17.676	0.010	17.375	0.009	18.801	0.018	17.939	0.013
2454597.71	---	---	18.422	0.010	17.850	0.010	17.543	0.011	18.908	0.018	18.099	0.014
2454599.63	---	---	18.454	0.013	17.885	0.011	17.600	0.012	18.879	0.021	18.075	0.018
2454616.61	---	---	---	---	18.249	0.012	17.965	0.012	19.141	0.017	18.442	0.014
2454626.62	---	---	18.819	0.013	18.535	0.012	18.302	0.015	19.263	0.022	18.623	0.017
2454628.59	---	---	18.894	0.015	18.462	0.013	18.222	0.014	---	---	18.646	0.017
2454644.57	---	---	19.124	0.016	18.856	0.015	18.692	0.017	19.567	0.023	18.985	0.020
2454648.59	---	---	19.269	0.018	18.993	0.018	18.766	0.027	19.650	0.019	19.057	0.021
2454653.55	---	---	19.346	0.016	18.990	0.017	18.734	0.019	19.741	0.022	19.178	0.020
