2454017.66	20.159	0.130	18.267	0.016	17.275	0.013	17.091	0.015	18.747	0.031	17.722	0.021
2454018.60	20.323	0.080	18.355	0.013	17.311	0.009	17.153	0.011	18.831	0.020	17.753	0.012
2454020.66	---	---	---	---	17.398	0.009	17.220	0.009	---	---	17.880	0.012
2454025.58	---	---	18.691	0.017	17.598	0.009	17.382	0.011	19.201	0.023	18.069	0.012
2454028.60	---	---	18.817	0.018	17.727	0.010	17.493	0.011	19.269	0.024	18.190	0.012
2454044.56	---	---	---	---	18.168	0.026	17.973	0.022	---	---	18.719	0.047
2454046.55	---	---	19.122	0.017	18.151	0.012	17.970	0.014	19.660	0.043	18.618	0.020
2454076.53	---	---	19.595	0.044	18.663	0.017	18.568	0.022	---	---	19.152	0.027
2454085.54	---	---	19.604	0.031	18.799	0.015	18.753	0.025	20.080	0.035	19.128	0.018
