2454168.64	17.389	0.030	16.969	0.042	---	---
2454168.65	17.345	0.032	17.067	0.042	---	---
2454193.63	18.085	0.073	17.662	0.087	17.052	0.127
2454193.64	17.939	0.057	17.360	0.065	17.038	0.091
2454208.58	18.249	0.092	18.060	0.127	---	---
2454208.59	18.305	0.096	18.297	0.152	---	---
