2453473.86	20.117	0.056	18.263	0.008	17.518	0.009	17.528	0.012	18.735	0.011	17.771	0.008
2453474.89	20.208	0.052	18.317	0.010	17.503	0.009	17.496	0.012	18.812	0.013	17.789	0.010
2453475.89	20.367	0.044	18.360	0.011	17.529	0.011	17.498	0.014	18.864	0.013	17.817	0.011
2453476.88	20.438	0.100	18.445	0.011	17.543	0.011	17.499	0.015	18.947	0.017	17.865	0.011
2453477.90	20.664	0.063	18.517	0.015	17.573	0.011	17.513	0.013	19.046	0.014	17.926	0.010
2453478.88	20.774	0.068	18.593	0.012	17.613	0.012	17.531	0.014	19.067	0.070	17.988	0.022
2453479.89	---	---	18.659	0.012	17.659	0.013	17.553	0.013	19.249	0.017	18.046	0.011
2453480.91	---	---	18.740	0.018	17.725	0.013	17.622	0.024	19.220	0.115	18.107	0.028
2453484.81	---	---	---	---	---	---	---	---	---	---	18.443	0.137
2453487.87	---	---	19.255	0.078	18.053	0.027	17.817	0.030	19.840	0.133	18.619	0.044
2453489.79	---	---	19.357	0.038	18.154	0.016	17.907	0.016	20.003	0.050	18.662	0.020
2453490.82	---	---	19.412	0.018	18.212	0.011	17.953	0.014	20.136	0.036	18.703	0.014
2453491.81	---	---	19.479	0.016	18.255	0.013	17.989	0.017	20.124	0.029	18.767	0.013
2453512.83	---	---	19.991	0.077	19.055	0.028	18.743	0.028	20.684	0.198	19.474	0.060
