2454792.59	18.521	0.022	17.611	0.010	17.302	0.012	17.275	0.013	17.922	0.016	17.468	0.010
2454793.60	18.622	0.022	17.668	0.011	17.303	0.010	17.249	0.012	18.012	0.016	17.485	0.013
2454795.67	18.941	0.029	17.793	0.011	17.330	0.012	17.270	0.012	18.188	0.017	17.567	0.012
2454797.62	19.406	0.034	17.978	0.010	17.377	0.009	17.285	0.010	18.385	0.019	17.652	0.011
2454801.68	---	---	18.374	0.011	17.540	0.011	17.405	0.011	18.878	0.023	17.917	0.012
2454802.63	20.030	0.055	18.474	0.012	17.585	0.010	17.421	0.012	18.997	0.023	18.000	0.013
2454806.63	20.581	0.134	18.862	0.017	17.845	0.012	17.624	0.012	19.448	0.037	18.309	0.016
2454808.60	---	---	19.026	0.026	17.944	0.015	17.700	0.013	19.460	0.054	18.416	0.022
2454813.59	---	---	19.278	0.045	18.242	0.020	17.968	0.016	19.825	0.097	18.792	0.034
2454817.56	---	---	19.466	0.021	18.406	0.016	18.177	0.015	20.035	0.048	18.917	0.022
2454821.54	---	---	19.620	0.027	18.578	0.015	18.339	0.015	---	---	19.058	0.073
2454827.54	---	---	---	---	18.732	0.036	18.510	0.030	20.292	0.087	19.258	0.030
