2004ff  7  04 58 36.32  -21 35 49.0  19.133 0.066  16.619 0.005  15.526 0.003  15.108 0.004  17.283 0.011  16.153 0.007
2004ff  8  04 58 37.56  -21 34 57.7  18.607 0.052  17.518 0.017  17.120 0.014  16.985 0.011  17.859 0.040  17.351 0.007
2004ff  9  04 58 51.07  -21 31 55.4   ---   ---    17.889 0.013  17.072 0.010  16.766 0.006  18.178 0.149  17.535 0.028
2004ff 10  04 58 54.07  -21 32 28.0  18.500 0.044  17.243 0.003  16.801 0.010  16.631 0.014  17.635 0.016  17.023 0.007
2004ff 12  04 58 48.81  -21 36 37.4   ---   ---    17.482 0.012  16.205 0.006  15.618 0.013  18.213 0.046  16.929 0.006
2004ff 13  04 58 36.53  -21 33 49.2  18.096 0.033  17.180 0.013  16.860 0.014  16.745 0.022  17.500 0.013  17.032 0.032
2004ff 14  04 58 58.25  -21 35 36.2  18.866 0.353  18.081 0.012  17.745 0.035  17.569 0.014  18.443 0.033  17.905 0.021
2004ff 15  04 58 57.96  -21 35 59.0  19.069 0.067  18.152 0.016  17.765 0.017  17.602 0.017  18.508 0.009  17.970 0.022
2004gq  2  05 12 11.06  -15 38 02.6  16.673 0.019  15.362 0.010  14.898 0.011  14.739 0.004  15.755 0.010  15.143 0.011
2004gq  3  05 12 12.01  -15 38 31.1  19.137 0.100  17.396 0.009  16.673 0.017  16.374 0.010  17.882 0.043  17.057 0.048
2004gq  4  05 12 12.59  -15 40 09.1   ---   ---    18.390 0.044  17.062 0.018  15.924 0.009  19.409 0.042  17.867 0.028
2004gq  7  05 12 11.37  -15 43 52.6  16.385 0.013  15.038 0.010  14.540 0.004  14.363 0.006  15.465 0.011  14.799 0.016
2004gq  8  05 11 58.61  -15 38 26.9  17.543 0.063  16.314 0.017  15.854 0.014  15.669 0.010  16.692 0.027  16.098 0.009
2004gq 14  05 11 52.48  -15 42 41.0  18.319 0.068  16.407 0.015  15.690 0.005  15.398 0.005  16.938 0.030  16.091 0.006
2004gq 15  05 12 14.16  -15 40 39.8  18.139 0.052  16.202 0.010  15.476 0.006  15.202 0.006  16.776 0.020  15.882 0.009
2004gt  4  12 01 38.38  -18 51 22.2   ---   ---    16.347 0.015  15.738 0.017  15.524 0.010  16.835 0.003  16.053 0.017
2004gt  5  12 01 38.49  -18 54 22.1  17.845 0.061  16.498 0.017  16.036 0.030  15.857 0.031  16.928 0.011  16.260 0.059
2004gt  6  12 01 46.57  -18 54 26.0  17.130 0.084  16.025 0.020  15.632 0.020  15.505 0.029  16.358 0.089  15.807 0.024
2004gv  4  02 13 29.89  -00 42 21.4  17.552 0.021  16.196 0.009  15.692 0.011  15.510 0.008  16.621 0.035  15.948 0.023
2004gv  5  02 13 24.11  -00 41 09.7  15.937 0.008  14.809 0.003  14.941 0.003  15.089 0.008  14.899 0.011  14.834 0.006
2004gv  6  02 13 49.77  -00 42 52.3   ---   ---    17.066 0.012  15.768 0.008  15.198 0.005  17.827 0.065  16.521 0.020
2004gv  7  02 13 27.60  -00 46 06.2  17.508 0.089  16.292 0.012  15.785 0.012  15.583 0.015  16.655 0.016  16.061 0.020
2004gv  8  02 13 29.27  -00 46 36.5   ---   ---    18.299 0.117  17.889 0.055  17.733 0.052  18.639 0.084  18.040 0.156
2004gv  9  02 13 42.52  -00 41 08.7  18.979 0.092  16.975 0.026  16.310 0.008  16.078 0.011  17.507 0.036  16.687 0.027
2004gv 10  02 13 42.90  -00 39 14.2   ---   ---    18.839 0.021  17.503 0.022  16.827 0.040  19.592 0.062  18.245 0.046
2004gv 11  02 13 53.09  -00 41 38.8   ---   ---    17.539 0.019  16.623 0.013  16.305 0.012  18.077 0.015  17.135 0.024
2004gv 12  02 13 35.49  -00 42 02.0  18.873 0.087  17.337 0.015  16.814 0.025  16.689 0.035  17.725 0.069  17.057 0.016
2004gv 13  02 13 31.01  -00 40 26.1   ---   ---    18.139 0.038  17.539 0.075  17.316 0.018  18.534 0.147  17.803 0.055
2004gv 14  02 13 52.51  -00 45 08.1   ---   ---    18.404 0.055  17.745 0.060  17.544 0.082  18.949 0.034  18.070 0.071
2004gv 15  02 13 25.90  -00 46 53.5  17.261 0.029  16.030 0.011  15.612 0.011  15.484 0.016  16.401 0.023  15.822 0.015
2005Q   1  01 29 56.50  -42 41 09.4  17.122 0.008  15.907 0.012  15.487 0.013  15.339 0.013  16.261 0.054  15.687 0.013
2005Q   2  01 30 12.81  -42 40 07.5   ---   ---    16.743 0.013  15.512 0.010  14.946 0.062  17.481 0.047  16.220 0.008
2005Q   3  01 30 10.78  -42 37 41.9  17.576 0.051  15.358 0.014  14.571 0.008  14.306 0.009  15.911 0.022  15.007 0.006
2005Q   4  01 30 15.16  -42 38 35.1  17.633 0.055  15.913 0.017  15.251 0.009  14.983 0.010  16.415 0.020  15.610 0.005
2005Q   5  01 30 17.65  -42 38 20.4   ---   ---    17.384 0.012  16.580 0.011  16.296 0.017  17.955 0.039  17.040 0.030
2005Q   6  01 29 42.10  -42 38 19.9   ---   ---    16.387 0.018  16.019 0.240  15.570 0.023   ---   ---     ---   ---
2005Q   7  01 29 44.67  -42 40 59.8   ---   ---    18.647 0.041  17.278 0.015  16.484 0.007  19.529 0.060  18.081 0.032
2005Q   8  01 29 44.46  -42 44 30.3  14.508 0.029  13.257 0.011  12.855 0.020  12.751 0.011  13.620 0.013  13.056 0.008
2005Q   9  01 30 14.19  -42 39 47.5  15.820 0.050  13.780 0.008  13.053 0.003  12.796 0.006  14.321 0.011  13.441 0.005
2005Q  10  01 30 15.07  -42 43 01.1  18.569 0.232  17.597 0.015  17.178 0.024  17.020 0.052  17.961 0.029  17.389 0.017
2005Q  11  01 30 15.76  -42 42 32.3   ---   ---    18.392 0.053  18.087 0.040  17.932 0.055  18.746 0.083  18.241 0.082
2005Q  12  01 30 19.18  -42 44 06.4  18.289 0.067  17.168 0.015  16.745 0.013  16.616 0.028  17.504 0.024  16.966 0.013
2005Q  13  01 30 08.86  -42 38 56.9   ---   ---    19.155 0.022  17.792 0.077  16.621 0.009  19.879 0.033  18.563 0.056
2005Q  14  01 29 53.96  -42 38 33.8   ---   ---    19.064 0.197  18.505 0.015  18.277 0.063  19.420 0.065  18.573 0.234
2005aw  3  19 15 08.05  -54 10 56.9  16.380 0.025  14.845 0.005  14.324 0.005  14.149 0.003  15.292 0.003  14.594 0.006
2005aw  4  19 15 31.17  -54 06 18.3  17.040 0.008  15.389 0.011  14.710 0.003  14.396 0.003  15.907 0.017  15.071 0.007
2005aw  5  19 15 22.84  -54 07 00.2   ---   ---    17.327 0.050  15.948 0.008  15.345 0.008  18.019 0.095  16.714 0.029
2005aw  6  19 15 29.10  -54 10 38.5   ---   ---    17.263 0.023  16.521 0.010  16.248 0.010  17.861 0.077  16.936 0.008
2005aw  7  19 15 11.60  -54 08 42.3   ---   ---    16.554 0.011  15.914 0.005  15.691 0.018  17.078 0.013  16.264 0.007
2005aw  8  19 15 38.94  -54 11 40.9  17.939 0.071  16.100 0.018  15.405 0.004  15.166 0.015  16.602 0.049  15.790 0.010
2005aw  9  19 15 01.87  -54 10 29.0  18.087 0.098  16.433 0.011  15.880 0.005  15.665 0.021  16.928 0.034  16.181 0.010
2005aw 10  19 15 41.10  -54 09 41.9  17.540 0.060  16.194 0.009  15.713 0.008  15.511 0.015  16.572 0.014  15.977 0.005
2005aw 11  19 15 10.20  -54 10 19.8  16.645 0.036  14.947 0.006  14.372 0.003  14.186 0.008  15.411 0.011  14.667 0.010
2005aw 12  19 15 23.43  -54 10 43.5  16.872 0.027  15.278 0.011  14.753 0.003  14.575 0.013  15.737 0.003  15.023 0.004
2005aw 13  19 15 40.07  -54 06 40.6  17.604 0.028  16.379 0.012  15.943 0.007  15.772 0.019  16.753 0.013  16.211 0.025
2005aw 14  19 15 04.86  -54 09 10.9   ---   ---    17.776 0.046  17.170 0.042  16.960 0.007  18.172 0.080  17.458 0.044
2005bf  3  10 24 08.43  -03 13 45.1  19.319 0.046  16.545 0.016  15.478 0.003  15.086 0.012  17.217 0.012  16.093 0.012
2005bf  5  10 23 49.03  -03 09 32.5   ---   ---    17.317 0.050  16.124 0.003  15.636 0.003  18.015 0.012  16.800 0.010
2005bf  7  10 23 45.82  -03 09 24.7   ---   ---    18.969 0.047  18.026 0.003  17.707 0.019  19.470 0.093  18.498 0.070
2005bf  8  10 23 48.20  -03 09 23.0  18.308 0.107  17.051 0.015  16.540 0.003  16.335 0.008  17.466 0.014  16.794 0.009
2005bf  9  10 24 06.23  -03 11 40.6   ---   ---    20.647 0.097  19.395 0.058  18.300 0.005  19.520 0.065   ---   ---
2005bf 10  10 24 01.55  -03 11 18.4  18.886 0.409  18.491 0.025  18.117 0.014  17.936 0.013  18.830 0.009  18.298 0.060
2005bf 11  10 24 00.12  -03 10 49.5   ---   ---    18.606 0.042  17.999 0.017  17.761 0.017  19.200 0.052  18.361 0.066
2005bf 12  10 24 06.35  -03 13 02.3   ---   ---    17.870 0.062  17.182 0.007  16.965 0.010  18.364 0.037  17.546 0.046
2005bf 13  10 23 50.81  -03 12 26.8   ---   ---     ---   ---    19.460 0.082  17.815 0.021   ---   ---     ---   ---
2005bf 14  10 24 05.06  -03 08 52.3  17.283 0.018  16.005 0.005  15.534 0.003  15.367 0.003  16.415 0.011  15.777 0.010
2005bj  1  16 49 49.44  +17 52 14.7  17.363 0.055  15.281 0.020  14.528 0.027  14.249 0.037  15.829 0.016  14.944 0.021
2005bj  2  16 49 47.91  +17 53 18.4  17.236 0.026  15.911 0.022  15.370 0.024  15.154 0.028  16.322 0.019  15.647 0.018
2005bj  3  16 49 38.41  +17 53 49.9  16.679 0.054  15.325 0.017  14.805 0.023  14.619 0.025  15.743 0.016  15.073 0.019
2005bj  4  16 49 43.25  +17 50 50.0  17.408 0.077  16.198 0.020  15.732 0.024  15.560 0.033  16.580 0.014  15.971 0.016
2005bj  5  16 49 52.89  +17 51 07.9  18.230 0.142  17.121 0.023  16.720 0.025  16.576 0.043  17.445 0.028  16.928 0.013
2005bj  6  16 49 48.78  +17 50 31.6  18.979 0.087  17.947 0.031  17.475 0.011  17.286 0.039  18.288 0.065  17.704 0.016
2005bj  7  16 49 51.76  +17 50 05.0  18.831 0.079  17.672 0.028  17.228 0.039  17.061 0.058  18.056 0.049  17.440 0.016
2005bj  9  16 49 39.72  +17 51 43.7  18.255 0.136  16.346 0.018  15.613 0.026  15.311 0.021  16.876 0.016  16.018 0.022
2005bj 10  16 49 34.91  +17 50 23.5  18.632 0.076  19.806 0.100  19.110 0.089  19.027 0.085  20.008 0.071  19.356 0.006
2005bj 11  16 49 43.25  +17 54 22.8   ---   ---    19.954 0.116  19.106 0.035  18.563 0.049   ---   ---     ---   ---
2005bj 12  16 49 57.21  +17 52 09.5   ---   ---    18.206 0.011  17.491 0.029  17.194 0.020  18.722 0.035  17.870 0.114
2005bj 13  16 49 57.42  +17 53 25.7   ---   ---    17.159 0.019  15.829 0.020  15.147 0.031  17.955 0.010  16.589 0.035
2005em  1  03 14 00.09  -00 15 19.4  16.400 0.259  14.634 0.453  13.983 0.283  13.758 0.271  15.126 0.326  14.319 0.104
2005em  2  03 13 38.65  -00 13 57.6  16.886 0.224  15.715 0.370  15.268 0.263  15.085 0.228  16.072 0.321  15.487 0.080
2005em  3  03 13 47.53  -00 16 31.9  16.164 0.251  14.875 0.452  14.370 0.282  14.181 0.241  15.296 0.338  14.632 0.098
2005em  4  03 13 46.41  -00 17 32.2  18.377 0.026  16.328 0.348  15.529 0.246  15.192 0.197  16.900 0.014  15.965 0.077
2005em  5  03 13 44.17  -00 11 02.0  18.154 0.038  16.455 0.376  15.774 0.258  15.508 0.200  16.994 0.307  16.138 0.080
2005em  6  03 13 57.16  -00 14 08.2  17.800 0.248  16.548 0.370  16.072 0.228  15.893 0.011  16.943 0.294  16.331 0.072
2005em  7  03 13 57.02  -00 16 06.7   ---   ---    17.599 0.393  16.570 0.228  16.167 0.009  18.217 0.032  17.153 0.079
2005em  8  03 13 45.42  -00 12 46.0  18.964 0.042  17.324 0.327  16.662 0.232  16.394 0.011  17.811 0.051  17.010 0.102
2005em  9  03 13 48.96  -00 11 27.9  18.464 0.098  17.348 0.360  16.860 0.229  16.702 0.044  17.717 0.077  17.102 0.086
2005em 10  03 13 46.14  -00 18 28.9  18.468 0.119  17.438 0.031  17.014 0.031  16.822 0.014  17.825 0.028  17.231 0.025
2005em 11  03 13 37.53  -00 14 31.9   ---   ---    19.022 0.035  17.599 0.217  16.955 0.055  19.853 0.057  18.410 0.104
2005em 12  03 13 53.90  -00 13 15.7  19.483 0.093  18.251 0.009  17.703 0.263  17.495 0.066  18.752 0.060  17.994 0.080
2005em 13  03 13 49.94  -00 14 24.5   ---   ---    18.985 0.006  17.753 0.024  17.174 0.074  19.354 0.300  18.487 0.067
2005em 14  03 13 35.77  -00 15 22.1   ---   ---    18.505 0.045  17.802 0.066  17.494 0.087  18.926 0.024  18.134 0.038
2005em 15  03 13 33.91  -00 17 07.1   ---   ---    19.473 0.024  18.405 0.041  18.023 0.022  20.004 0.067  19.187 0.173
2005em 16  03 13 33.32  -00 12 11.0   ---   ---    20.574 0.103  19.008 0.051  17.823 0.051  19.949 0.066  19.847 0.087
2006T   1  09 54 43.22  -25 42 23.4  15.828 0.030  14.584 0.009  14.176 0.003  14.014 0.018  14.953 0.037  14.378 0.010
2006T   4  09 54 20.27  -25 45 38.4  17.104 0.022  15.656 0.016  15.167 0.012  15.002 0.009  16.072 0.038  15.412 0.013
2006T   5  09 54 23.83  -25 45 02.7  17.635 0.025  15.941 0.018  15.373 0.012  15.193 0.006  16.406 0.045  15.671 0.020
2006T   6  09 54 37.12  -25 45 36.4  17.911 0.049  16.046 0.020  15.424 0.012  15.230 0.010  16.546 0.034  15.747 0.018
2006T   7  09 54 35.80  -25 45 08.4  17.079 0.030  15.877 0.018  15.487 0.014  15.363 0.009  16.230 0.035  15.684 0.014
2006T   8  09 54 19.20  -25 42 55.1  19.224 0.096  16.958 0.022  16.128 0.016  15.818 0.014  17.546 0.063  16.592 0.019
2006T   9  09 54 23.32  -25 40 23.2   ---   ---    17.185 0.040  16.109 0.018  15.625 0.013  17.854 0.029  16.732 0.019
2006T  10  09 54 42.61  -25 42 48.2  18.800 0.014  16.866 0.036  16.185 0.021  15.891 0.007  17.412 0.035  16.561 0.014
2006T  11  09 54 16.58  -25 45 27.4  18.034 0.067  16.692 0.023  16.214 0.015  16.036 0.019  17.105 0.042  16.466 0.023
2006T  12  09 54 41.93  -25 39 02.3  19.089 0.087  17.103 0.044  16.419 0.030  16.174 0.009  17.632 0.053  16.796 0.020
2006T  13  09 54 13.98  -25 42 21.7  18.977 0.096  17.242 0.037  16.492 0.022  16.196 0.013  17.766 0.046  16.891 0.026
2006T  14  09 54 38.07  -25 38 53.2  18.369 0.103  16.991 0.039  16.500 0.020  16.301 0.018  17.410 0.065  16.769 0.014
2006T  15  09 54 43.29  -25 40 34.1  19.294 0.100  17.299 0.035  16.496 0.017  16.214 0.023  17.835 0.070  16.944 0.027
2006T  16  09 54 23.99  -25 39 18.9  18.314 0.116  16.993 0.027  16.522 0.014  16.346 0.022  17.396 0.053  16.780 0.024
2006T  17  09 54 20.60  -25 42 26.8  18.936 0.077  17.319 0.033  16.663 0.017  16.416 0.012  17.792 0.054  17.011 0.033
2006T  19  09 54 38.55  -25 41 03.0   ---   ---    17.834 0.027  17.068 0.025  16.759 0.021  18.368 0.065  17.494 0.083
2006T  20  09 54 35.62  -25 42 18.7  18.540 0.068  17.530 0.032  17.160 0.026  17.015 0.024  17.890 0.046  17.368 0.025
2006T  21  09 54 40.55  -25 45 27.5   ---   ---    18.721 0.100  17.436 0.030  16.830 0.024  19.567 0.090  18.180 0.055
2006T  22  09 54 40.49  -25 44 21.8  19.379 0.107  18.000 0.068  17.589 0.042  17.433 0.047  18.364 0.057  17.791 0.050
2006T  23  09 54 24.50  -25 44 08.8   ---   ---    18.280 0.064  17.572 0.054  17.299 0.046  18.755 0.054  17.937 0.040
2006T  24  09 54 31.73  -25 44 21.3   ---   ---    19.120 0.083  17.757 0.045  16.663 0.023  19.898 0.059  18.541 0.086
2006T  25  09 54 19.41  -25 40 37.9   ---   ---    18.313 0.033  17.829 0.023  17.631 0.060  18.680 0.115  18.061 0.128
2006ba  1  09 42 59.75  -09 36 38.2   ---   ---     ---   ---     ---   ---    14.723 0.024  15.734 0.010  15.118 0.008
2006ba  7  09 43 07.89  -09 39 06.5  17.530 0.034  15.809 0.015  15.209 0.008  15.021 0.005  16.272 0.020  15.520 0.004
2006ba  8  09 43 11.95  -09 36 03.6  18.058 0.101  16.532 0.057  15.997 0.049  15.869 0.023  17.006 0.017  16.324 0.040
2006ba  9  09 43 12.29  -09 40 45.0   ---   ---    16.841 0.020  16.124 0.005  15.834 0.004  17.289 0.032  16.480 0.019
2006ba 10  09 43 25.18  -09 34 57.0   ---   ---    16.900 0.007  16.280 0.004  16.071 0.004  17.385 0.051  16.640 0.019
2006ba 11  09 43 16.02  -09 39 12.0   ---   ---    16.934 0.014  16.409 0.006  16.259 0.007  17.354 0.036  16.636 0.030
2006ba 12  09 43 24.74  -09 38 55.9   ---   ---    17.735 0.030  16.665 0.020  16.196 0.014  18.327 0.026  17.286 0.024
2006ba 13  09 43 26.06  -09 33 24.7   ---   ---    17.633 0.051  16.869 0.025  16.579 0.022  18.143 0.006  17.323 0.052
2006ba 14  09 43 24.64  -09 38 29.6   ---   ---    17.659 0.026  16.965 0.012  16.726 0.016  18.079 0.007  17.356 0.026
2006ba 15  09 43 03.18  -09 40 39.5   ---   ---    17.878 0.045  17.150 0.023  16.934 0.003  18.218 0.028  17.543 0.017
2006ba 16  09 43 26.58  -09 35 43.3   ---   ---    17.604 0.006  17.192 0.023  16.971 0.042  17.942 0.036  17.434 0.032
2006ba 17  09 43 18.93  -09 37 58.3   ---   ---    17.925 0.069  17.353 0.016  17.154 0.023  18.360 0.042  17.631 0.062
2006ba 18  09 43 21.90  -09 39 13.4   ---   ---    17.989 0.056  17.399 0.025  17.195 0.040  18.224 0.022  17.662 0.043
2006ba 19  09 42 58.96  -09 33 40.8   ---   ---    18.204 0.070  17.330 0.025  17.004 0.067  18.867 0.064  17.889 0.042
2006ba 20  09 43 29.18  -09 38 13.8   ---   ---    17.991 0.018  17.435 0.043  17.310 0.018  18.249 0.036  17.711 0.033
2006ba 21  09 43 02.43  -09 36 22.6   ---   ---    18.376 0.017  17.722 0.019  17.430 0.028  18.843 0.003  18.105 0.057
2006ba 22  09 43 18.75  -09 39 20.9   ---   ---    18.441 0.007  17.863 0.096  17.560 0.087  18.881 0.032  18.165 0.062
2006ba 23  09 43 06.98  -09 40 33.1   ---   ---    18.466 0.111  17.849 0.038  17.692 0.030  18.791 0.011  18.209 0.010
2006ba 24  09 43 04.36  -09 33 35.7   ---   ---    18.410 0.055  17.947 0.036  17.824 0.091  18.768 0.020  18.190 0.004
2006ba 25  09 43 24.38  -09 39 22.4   ---   ---    18.710 0.046  18.092 0.003  17.781 0.060  19.356 0.097  18.442 0.032
2006ba 26  09 43 19.37  -09 33 15.9   ---   ---    19.388 0.053  18.284 0.065  17.899 0.163   ---   ---     ---   ---
2006ba 27  09 43 04.35  -09 36 09.9   ---   ---    19.589 0.061  18.900 0.046  18.442 0.071   ---   ---     ---   ---
2006bf  2  12 58 45.14  +09 43 01.6  17.496 0.011  16.054 0.018  15.474 0.033  15.221 0.030  16.526 0.015  15.789 0.019
2006bf  3  12 59 04.28  +09 43 17.7  18.302 0.107  16.382 0.023  15.695 0.032  15.478 0.030  16.909 0.010  16.065 0.016
2006bf  4  12 59 02.99  +09 41 38.1   ---   ---    16.579 0.019  15.863 0.025  15.632 0.031  17.096 0.007  16.248 0.016
2006bf  5  12 58 41.40  +09 37 36.1  17.151 0.041  16.213 0.019  15.909 0.023  15.793 0.024  16.479 0.007  16.061 0.019
2006bf  6  12 59 04.52  +09 37 52.7   ---   ---     ---   ---    16.212 0.032  15.381 0.031   ---   ---     ---   ---
2006bf  7  12 58 45.93  +09 40 23.6   ---   ---    17.068 0.019  16.267 0.027  15.992 0.030  17.643 0.048  16.733 0.021
2006bf  8  12 58 47.78  +09 38 04.5  18.172 0.104  16.934 0.017  16.485 0.033  16.308 0.024  17.364 0.008  16.711 0.018
2006bf 10  12 58 57.35  +09 41 09.6   ---   ---    18.695 0.058  17.597 0.028  17.189 0.054  19.109 0.067  18.134 0.102
2006bf 11  12 59 01.41  +09 42 25.1   ---   ---    19.071 0.082  17.744 0.026  16.493 0.021   ---   ---     ---   ---
2006bf 12  12 58 51.90  +09 42 14.5   ---   ---    19.444 0.070  18.247 0.062  17.376 0.040   ---   ---     ---   ---
2006bf 13  12 58 46.70  +09 40 59.3   ---   ---    18.550 0.040  18.331 0.060  18.154 0.021  18.893 0.138  18.467 0.133
2006bf 14  12 58 37.21  +09 42 32.5   ---   ---    19.819 0.097  18.487 0.012  18.044 0.042   ---   ---     ---   ---
2006bf 15  12 59 06.17  +09 39 27.3   ---   ---    18.695 0.043  18.428 0.068  18.353 0.092  18.954 0.151  18.622 0.069
2006bf 16  12 58 59.12  +09 41 07.2   ---   ---    18.992 0.032  18.568 0.091  18.384 0.165   ---   ---     ---   ---
2006bf 17  12 59 01.36  +09 37 46.6   ---   ---    19.657 0.082  18.561 0.045  17.567 0.028   ---   ---     ---   ---
2006bf 18  12 58 45.60  +09 38 44.8   ---   ---    19.176 0.062  18.798 0.076  18.566 0.074  19.438 0.095  18.952 0.071
2006bf 19  12 59 06.36  +09 38 29.9   ---   ---    19.855 0.094  18.954 0.151  18.585 0.029   ---   ---     ---   ---
2006bf 20  12 58 52.99  +09 42 18.7   ---   ---    19.072 0.074  18.893 0.004  18.714 0.104  19.415 0.090  19.031 0.041
2006bf 22  12 58 47.81  +09 40 59.6   ---   ---     ---   ---    18.939 0.088  18.454 0.074   ---   ---     ---   ---
