55272.023595	20.69	0.14
55272.11256	20.71	0.26
55273.014915	20.47	0.22
55273.22989	20.40	0.32
55274.035355	19.99	0.17
55275.044735	19.72	0.17
55276.01608	20.00	0.19
55276.998895	19.93	0.19
55279.010395	19.69	0.19
55282.009115	19.53	0.14
55283.00885	19.49	0.14
55286.01888	19.51	0.12
55287.01662	19.59	0.13
55291.06117	19.70	0.19
55293.021995	19.64	0.13
55297.039355	19.67	0.13
55304.02755	20.07	0.19
55312.0158	>20.34	99
55354.972225	>20.95	99
