55272.023595	20.75	0.04
55272.11256	20.81	0.03
55273.014915	20.75	0.04
55273.22989	20.92	0.04
55274.035355	20.70	0.04
55275.044735	20.67	0.03
55276.01608	20.43	0.04
55276.998895	20.33	0.04
55279.010395	20.26	0.06
55282.009115	20.38	0.03
55283.00885	20.50	0.03
55286.01888	20.71	0.04
55287.01662	20.72	0.05
55291.06117	21.33	0.10
55293.021995	21.52	0.06
55297.039355	21.91	0.05
55304.02755	22.78	0.10
55312.0158	>23.11	99
55354.972225	>23.95	99
