U	54347.44561	14.683	0.021	CfA4_KEP1
U	54351.46482	15.402	0.020	CfA4_KEP1
U	54352.39938	15.548	0.021	CfA4_KEP1
U	54353.47478	15.641	0.021	CfA4_KEP1
U	54354.43451	15.680	0.023	CfA4_KEP1
U	54355.40830	15.838	0.021	CfA4_KEP1
U	54356.42634	15.873	0.022	CfA4_KEP1
U	54357.42713	15.935	0.023	CfA4_KEP1
U	54358.47274	16.122	0.025	CfA4_KEP1
U	54363.38578	16.286	0.028	CfA4_KEP1
U	54369.45826	16.460	0.033	CfA4_KEP1
U	54370.41223	16.403	0.028	CfA4_KEP1
U	54377.34491	16.350	0.026	CfA4_KEP1
U	54379.42344	16.397	0.025	CfA4_KEP1
U	54381.46822	16.373	0.029	CfA4_KEP1
U	54383.37480	16.441	0.027	CfA4_KEP1
U	54384.43588	16.451	0.026	CfA4_KEP1
B	54346.46382	14.110	0.014	CfA4_KEP1
B	54347.44255	14.233	0.014	CfA4_KEP1
B	54348.40251	14.347	0.014	CfA4_KEP1
B	54351.45704	14.731	0.014	CfA4_KEP1
B	54352.39634	14.848	0.014	CfA4_KEP1
B	54353.47174	14.953	0.014	CfA4_KEP1
B	54354.43146	15.049	0.014	CfA4_KEP1
B	54355.40525	15.141	0.014	CfA4_KEP1
B	54356.42330	15.237	0.014	CfA4_KEP1
B	54357.42409	15.279	0.014	CfA4_KEP1
B	54358.46968	15.397	0.015	CfA4_KEP1
B	54363.38273	15.665	0.015	CfA4_KEP1
B	54369.39436	15.865	0.017	CfA4_KEP1
B	54370.40919	15.863	0.017	CfA4_KEP1
B	54377.34185	15.935	0.015	CfA4_KEP1
B	54379.42039	15.977	0.015	CfA4_KEP1
B	54381.46516	15.963	0.015	CfA4_KEP1
B	54383.37174	15.991	0.015	CfA4_KEP1
B	54384.43282	16.006	0.015	CfA4_KEP1
B	54389.50736	16.070	0.015	CfA4_KEP1
B	54391.37654	16.086	0.015	CfA4_KEP1
B	54394.40372	16.093	0.015	CfA4_KEP1
B	54395.37867	16.049	0.017	CfA4_KEP1
B	54398.45496	16.112	0.024	CfA4_KEP1
B	54401.45963	16.121	0.034	CfA4_KEP1
B	54402.32488	16.212	0.017	CfA4_KEP1
B	54403.49313	16.190	0.022	CfA4_KEP1
B	54404.39679	16.248	0.017	CfA4_KEP1
B	54406.37273	16.267	0.015	CfA4_KEP1
B	54407.40534	16.270	0.019	CfA4_KEP1
B	54409.36882	16.314	0.019	CfA4_KEP1
B	54411.20921	16.341	0.016	CfA4_KEP1
B	54412.31780	16.350	0.015	CfA4_KEP1
B	54413.39296	16.375	0.016	CfA4_KEP1
B	54415.18818	16.387	0.015	CfA4_KEP1
B	54416.22175	16.380	0.016	CfA4_KEP1
B	54419.21685	16.459	0.016	CfA4_KEP1
B	54423.35476	16.460	0.016	CfA4_KEP1
B	54425.36837	16.517	0.017	CfA4_KEP1
B	54429.20008	16.455	0.043	CfA4_KEP1
B	54431.31299	16.633	0.021	CfA4_KEP1
B	54432.19719	16.749	0.034	CfA4_KEP1
B	54437.30509	16.646	0.019	CfA4_KEP1
B	54440.32343	16.755	0.017	CfA4_KEP1
B	54456.25571	16.887	0.091	CfA4_KEP1
B	54457.27496	16.926	0.053	CfA4_KEP1
B	54461.30726	17.168	0.041	CfA4_KEP1
B	54462.21957	17.191	0.023	CfA4_KEP1
B	54468.17822	17.218	0.020	CfA4_KEP1
B	54471.16135	17.318	0.022	CfA4_KEP1
B	54477.21789	17.416	0.021	CfA4_KEP1
B	54479.12675	17.424	0.024	CfA4_KEP1
B	54521.12127	18.219	0.039	CfA4_KEP1
V	54346.46149	13.194	0.013	CfA4_KEP1
V	54347.44023	13.264	0.015	CfA4_KEP1
V	54348.40021	13.349	0.015	CfA4_KEP1
V	54351.45472	13.620	0.015	CfA4_KEP1
V	54352.38636	13.701	0.015	CfA4_KEP1
V	54353.46942	13.791	0.015	CfA4_KEP1
V	54354.42914	13.881	0.015	CfA4_KEP1
V	54355.40294	13.965	0.014	CfA4_KEP1
V	54356.42098	14.042	0.015	CfA4_KEP1
V	54357.42177	14.126	0.014	CfA4_KEP1
V	54358.46737	14.206	0.015	CfA4_KEP1
V	54363.38041	14.525	0.015	CfA4_KEP1
V	54369.38444	14.740	0.015	CfA4_KEP1
V	54370.40686	14.772	0.015	CfA4_KEP1
V	54377.33954	14.933	0.015	CfA4_KEP1
V	54379.41804	14.966	0.015	CfA4_KEP1
V	54381.46285	15.006	0.014	CfA4_KEP1
V	54383.36942	15.043	0.015	CfA4_KEP1
V	54384.43051	15.045	0.015	CfA4_KEP1
V	54389.50501	15.141	0.015	CfA4_KEP1
V	54391.37421	15.173	0.015	CfA4_KEP1
V	54394.40139	15.224	0.014	CfA4_KEP1
V	54395.37493	15.220	0.014	CfA4_KEP1
V	54398.45093	15.290	0.016	CfA4_KEP1
V	54401.45556	15.344	0.017	CfA4_KEP1
V	54402.32257	15.351	0.015	CfA4_KEP1
V	54403.48934	15.382	0.015	CfA4_KEP1
V	54404.39369	15.389	0.015	CfA4_KEP1
V	54406.37016	15.422	0.016	CfA4_KEP1
V	54407.40161	15.453	0.015	CfA4_KEP1
V	54409.36516	15.476	0.015	CfA4_KEP1
V	54411.20690	15.503	0.016	CfA4_KEP1
V	54412.31573	15.521	0.017	CfA4_KEP1
V	54413.39066	15.476	0.018	CfA4_KEP1
