## SN 	 z 	 E_B_V_total 	 d [Mpc] 	 t_0 
## SN2004ff 	 0.0226 	 0.125 	 92.7 	 53297.66 
###############BgVriYHJ#######################
# t-t_0 	 Lbol [erg/s] 	 log(Lbol) 	 M_ni
13.650000000052387 	 1.858506689105026e+42 	 42.26916412853972 	 0.07281974144339536
14.59999999977299 	 1.8993989635006306e+42 	 42.278616196674 	 0.07902413661848251
16.670000000071013 	 1.9368045489889767e+42 	 42.28708579646594 	 0.091046724080843
17.69000000008964 	 1.9153596396371643e+42 	 42.28225033174873 	 0.09521094388630028
18.670000000071013 	 1.890726600032445e+42 	 42.27662873419592 	 0.09890649380284057
22.589999999996508 	 1.6496927984932792e+42 	 42.21740307855293 	 0.10324847307508736
23.650000000052387 	 1.5550957959464836e+42 	 42.191757147298226 	 0.10151318044749573
25.610000000015134 	 1.4324388896462002e+42 	 42.156076103270806 	 0.10042050974331768
26.650000000052387 	 1.3460543789508771e+42 	 42.129062605208354 	 0.09769106171005991
27.610000000015134 	 1.2900738119441896e+42 	 42.110614559293815 	 0.09649365516494322
29.580000000220025 	 1.1959485668705247e+42 	 42.07771250272545 	 0.0946788101337767
32.54000000018277 	 1.051056065651472e+42 	 42.021625882872804 	 0.08959971301216342
33.65000000005239 	 9.862615487164583e+41 	 41.99399210165673 	 0.08618132882101348
42.520000000164146 	 7.36131281599255e+41 	 41.866955273291055 	 0.07513221662227626
#t_peak = 16.670000000071013
#L_peak = 1.9368045489889767e+42
#M_ni = 0.091046724080843
