3.2 	 1.87574948362e+41 
5.22 	 2.52449028818e+41 
6.22 	 3.26357653099e+41 
6.34 	 3.46637380618e+41 
10.37 	 6.85003041425e+41 
11.37 	 7.52132672731e+41 
12.31 	 8.43931569603e+41 
13.31 	 8.71195545491e+41 
14.28 	 9.29793707559e+41 
14.32 	 8.71466770248e+41 
16.31 	 1.0297375931e+42 
17.31 	 1.05273103913e+42 
18.3 	 1.08489172582e+42 
18.32 	 1.10019766045e+42 
19.28 	 1.0452473836e+42 
20.31 	 1.09737480097e+42 
21.29 	 1.10368883488e+42 
21.37 	 1.08774037341e+42 
22.27 	 1.07060578344e+42 
22.33 	 1.05736524225e+42 
23.28 	 1.01661627261e+42 
24.28 	 9.46088430473e+41 
27.28 	 7.30289700463e+41 
28.28 	 6.72348180895e+41 
30.28 	 5.75579558061e+41 
31.32 	 5.24711134829e+41 
31.33 	 5.11545683047e+41 
33.28 	 4.69932825676e+41 
34.27 	 4.48621993763e+41 
36.3 	 4.08297162023e+41 
36.34 	 3.96785711781e+41 
37.29 	 3.90820254161e+41 
38.26 	 3.75230832678e+41 
39.35 	 3.58439603785e+41 
41.21 	 3.22676761016e+41 
42.35 	 3.17577621598e+41 
44.34 	 3.02377893143e+41 
46.23 	 2.81652042962e+41 
47.21 	 2.74267215589e+41 
48.23 	 2.71485950099e+41 
57.18 	 2.25457064014e+41 
59.677 	 2.22849854669e+41 
60.359 	 2.25059461131e+41 
60.36 	 2.24592873545e+41 
60.362 	 2.22072262215e+41 
60.363 	 2.2024029247e+41 
60.365 	 2.2004137046e+41 
60.365 	 2.19798740288e+41 
60.366 	 2.21525726024e+41 
60.368 	 2.25253797957e+41 
60.368 	 2.25548660302e+41 
60.369 	 2.21649433447e+41 
60.37 	 2.23636237604e+41 
60.371 	 2.19582027343e+41 
60.371 	 2.19860571017e+41 
60.372 	 2.24698263986e+41 
60.373 	 2.200776863e+41 
60.374 	 2.24880990486e+41 
60.374 	 2.25123104012e+41 
60.375 	 2.20193880148e+41 
60.376 	 2.22427001989e+41 
60.377 	 2.24657603842e+41 
60.377 	 2.24733752536e+41 
60.378 	 2.20405526963e+41 
60.379 	 2.22875281387e+41 
60.38 	 2.21074417628e+41 
60.38 	 2.2104865488e+41 
60.381 	 2.24947630773e+41 
60.382 	 2.19993165537e+41 
