55662.06 	 16.91 	 0.11
55662.99 	 16.85 	 0.11
55664.0 	 16.83 	 0.04
55664.86 	 16.82 	 0.04
55665.91 	 16.8 	 0.05
55666.37 	 16.72 	 0.06
55668.36 	 16.7 	 0.09
55669.3 	 16.67 	 0.08
55669.95 	 16.71 	 0.08
55671.08 	 16.65 	 0.1
55671.3 	 16.61 	 0.15
55671.9 	 16.61 	 0.05
55671.92 	 16.58 	 0.2
55672.4 	 16.54 	 0.03
55674.39 	 16.53 	 0.07
55674.88 	 16.54 	 0.09
55675.91 	 16.54 	 0.05
55676.94 	 16.52 	 0.02
55682.91 	 16.58 	 0.17
55684.87 	 16.61 	 0.2
55688.99 	 16.63 	 0.14
55689.1 	 16.65 	 0.05
55692.87 	 16.75 	 0.03
55695.89 	 16.85 	 0.07
55702.95 	 16.99 	 0.03
55703.86 	 16.99 	 0.13
55708.97 	 17.16 	 0.04
55710.27 	 17.09 	 0.1
55716.99 	 17.35 	 0.06
55724.31 	 17.44 	 0.08
55728.89 	 17.55 	 0.14
55736.0 	 17.63 	 0.05
55738.92 	 17.69 	 0.09
55741.27 	 17.69 	 0.1
55742.89 	 17.8 	 0.16
55749.89 	 17.9 	 0.06
55759.94 	 18.04 	 0.08
55774.88 	 18.23 	 0.08
55901.57 	 19.63 	 0.23
55910.61 	 19.8 	 0.6
55913.22 	 20.0 	 0.25
55917.17 	 19.88 	 0.5
55919.17 	 20.05 	 0.19
55927.26 	 20.15 	 0.17
55948.33 	 20.35 	 0.12
