18.99 	 2.99804663013e+42 
20.0 	 3.15275259501e+42 
20.86 	 3.19544862702e+42 
21.91 	 3.37884306038e+42 
22.37 	 3.47400876333e+42 
24.36 	 3.55379948825e+42 
25.3 	 3.64271454913e+42 
25.95 	 3.63413280112e+42 
27.08 	 3.73246057388e+42 
27.3 	 3.79043534307e+42 
27.9 	 3.77727604589e+42 
27.92 	 4.00907917891e+42 
28.4 	 3.99090755895e+42 
30.39 	 3.98287899771e+42 
30.88 	 3.98085115656e+42 
31.91 	 3.92652021548e+42 
32.94 	 3.91054737927e+42 
38.91 	 3.62640645352e+42 
40.87 	 3.51712309593e+42 
44.99 	 3.18166985104e+42 
45.1 	 3.27863573053e+42 
48.87 	 3.07367183211e+42 
51.89 	 2.88143886813e+42 
58.95 	 2.45708053649e+42 
59.86 	 2.29448014071e+42 
64.97 	 2.20163466989e+42 
66.27 	 2.21432259333e+42 
72.99 	 1.8483977189e+42 
