2.372604e+02, 1.471199e+01, 2.271171e-02
2.421890e+02, 1.465199e+01, 2.289443e-02
2.521492e+02, 1.485199e+01, 2.240385e-02
2.581431e+02, 1.505199e+01, 2.413479e-02
2.611344e+02, 1.512199e+01, 2.271171e-02
5.372557e+02, 1.923199e+01, 3.733094e-02
2.192959e+02, 1.718199e+01, 3.152141e-02
2.201743e+02, 1.678199e+01, 3.642709e-02
2.211687e+02, 1.658199e+01, 2.870810e-02
2.211687e+02, 1.658199e+01, 2.970670e-02
2.232875e+02, 1.607199e+01, 2.384532e-02
2.271717e+02, 1.552199e+01, 2.430682e-02
2.282073e+02, 1.529199e+01, 2.289443e-02
2.331591e+02, 1.491199e+01, 2.240385e-02
2.341705e+02, 1.487199e+01, 2.240385e-02
