2.372669e+02, 1.604949e+01, 2.576280e-01
2.421934e+02, 1.603949e+01, 2.576280e-01
2.521537e+02, 1.645949e+01, 2.576010e-01
2.581475e+02, 1.663949e+01, 2.577304e-01
2.611389e+02, 1.688949e+01, 2.576927e-01
2.701531e+02, 1.704949e+01, 2.579028e-01
5.372806e+02, 2.112949e+01, 5.767774e-01
2.192941e+02, 1.857949e+01, 2.598396e-01
2.201726e+02, 1.814949e+01, 2.587415e-01
2.211743e+02, 1.789949e+01, 2.584837e-01
2.232931e+02, 1.727949e+01, 2.576927e-01
2.271771e+02, 1.672949e+01, 2.576442e-01
2.282144e+02, 1.669949e+01, 2.576927e-01
2.331660e+02, 1.618949e+01, 2.576442e-01
2.341769e+02, 1.606949e+01, 2.576010e-01
