2.372626e+02, 1.445140e+01, 9.598553e-03
2.421906e+02, 1.426140e+01, 1.120114e-02
2.471943e+02, 1.447140e+01, 8.361220e-03
2.521508e+02, 1.459140e+01, 1.260154e-02
2.581446e+02, 1.466140e+01, 9.154173e-03
2.611360e+02, 1.469140e+01, 1.016087e-02
2.701493e+02, 1.533140e+01, 1.226644e-02
5.372933e+02, 1.934140e+01, 5.583188e-01
2.192979e+02, 1.693140e+01, 3.547956e-02
2.201762e+02, 1.634140e+01, 5.338975e-02
2.232895e+02, 1.614140e+01, 1.386118e-02
2.271735e+02, 1.558140e+01, 1.386118e-02
2.331615e+02, 1.478140e+01, 9.598553e-03
2.341727e+02, 1.468140e+01, 9.742176e-03
2.352183e+02, 1.488140e+01, 9.154173e-03
