2.372647e+02, 1.584507e+01, 2.093743e-02
2.421920e+02, 1.603507e+01, 2.344114e-02
2.471957e+02, 1.632507e+01, 2.139673e-02
2.521522e+02, 1.672508e+01, 2.265780e-02
2.581461e+02, 1.691508e+01, 2.670910e-02
2.611375e+02, 1.707507e+01, 2.171887e-02
2.701512e+02, 1.748507e+01, 4.912612e-02
5.372681e+02, 2.105507e+01, 3.299740e-01
2.192902e+02, 1.845508e+01, 1.158281e-01
2.201684e+02, 1.736508e+01, 4.300566e-02
2.232913e+02, 1.707507e+01, 2.171887e-02
2.271753e+02, 1.636508e+01, 2.039984e-02
2.331638e+02, 1.587508e+01, 2.033165e-02
2.341748e+02, 1.584507e+01, 2.033165e-02
2.352205e+02, 1.580508e+01, 2.012567e-02
