55824.7	99	99
55825.0	16.07	0.13
55825.9	99	99
55825.9	16.01	0.08
55827.8	16.27	0.02
55827.9	99	99
55830.0	16.65	0.02
55830.7	99	99
55830.9	16.80	0.02
55831.0	16.78	0.04
55833.0	17.12	0.04
55834.0	17.28	0.02
55834.1	17.11	0.02
55834.8	99	99
55834.9	17.24	0.01
55835.0	17.08	0.03
55835.9	17.19	0.01
55837.0	17.07	0.43
55838.0	17.06	0.01
55839.7	99	99
55840.0	16.91	0.03
55840.9	16.78	0.02
55841.0	16.77	0.06
55842.0	99	99
55842.8	99	99
55844.0	16.64	0.03
55844.0	99	99
55845.0	16.61	0.07
55845.0	16.62	0.03
55845.0	99	99
55846.0	16.57	0.03
55846.0	16.58	0.05
55847.0	16.54	0.04
55848.0	16.52	0.06
55849.0	16.54	0.06
55850.9	99	99
55851.0	16.66	0.02
55852.0	16.63	0.03
55852.7	99	99
55852.9	99	99
55856.7	99	99
55857.1	16.83	0.06
55857.7	99	99
55858.1	16.98	0.01
55858.7	99	99
55859.0	16.92	0.06
55859.9	99	99
55860.0	16.97	0.06
55861.0	16.99	0.06
55862.0	17.13	0.02
55862.0	17.21	0.02
55863.0	17.14	0.06
55864.0	17.26	0.06
55864.0	17.20	0.03
55866.0	17.31	0.02
55866.1	17.20	0.03
55866.9	17.23	0.02
55870.6	99	99
55871.6	99	99
55872.1	17.57	0.18
55876.4	17.59	0.03
55879.7	17.42	0.09
55880.9	17.65	0.02
55882.4	17.78	0.03
55884.9	17.82	0.02
55886.0	17.76	0.04
55887.6	99	99
55888.0	17.67	0.04
55890.3	17.80	0.03
55892.5	17.78	0.13
55894.4	17.94	0.04
55894.4	17.96	0.02
55895.9	17.89	0.05
55896.3	17.97	0.04
55901.3	18.04	0.03
55907.9	18.09	0.05
55915.9	18.34	0.04
55917.3	18.38	0.03
55917.3	18.40	0.03
55927.8	18.52	0.03
55936.0	18.72	0.05
55938.9	18.85	0.02
55941.8	18.76	0.06
55953.9	19.04	0.06
55974.8	19.60	0.06
55979.8	19.61	0.04
55980.9	19.73	0.03
55982.9	19.48	0.11
56128.1	21.54	0.02
